,well,sample_number,depth,strat_unit,strat_unit_Heederik1988,clay_percentage,0-2_micron,2-4_micron,4-8_micron,8-16_micron,16-25_micron,25-35_micron,35-50_micron,50-63_micron,63-75_micron,75-88_micron,88-105_micron,105-125_micron,125-150_micron,150-177_micron,177-210_micron,210-250_micron,250-300_micron,300-354_micron,354-420_micron,420-500_micron,500-600_micron,600-707_micron,707-850_micron,850-1000_micron,1000-1190_micron,1190-1410_micron,1410-1680_micron,1680-2000_micron,clay_fraction,phi_mean,phi_std,median_grain_size_mu,median_grain_size,kh_nitrogen_mDarcy,kv_nitrogen_mDarcy,helium_porosity,grain_density,porosity,kh,permeability_measured,depth_log,GR,RHOB,DRHO,NPHI,kaolinite_fraction,illite_fraction,smectite_fraction,mixed_layer_fraction,chlorite_fraction,note,specific_surface_granular_fraction,ln_grainsize_mean,ln_grainsize_std,log10_grainsize_mean,log10_grainsize_std,median_grainsize
0,AST-02,79,1517.25,NLLFR,Basaal Zand van Dongen,16.1,16.1,4.8,6.6,7.1,5.0,2.4,2.5,4.7,39.7,9.7,0.8,0.3,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.161,,,69.0,6.9e-05,9.14,,24.3,2.66,0.243,9.020478962e-15,9.020478962e-15,1517.3,48.271392999999996,2.246239,0.048097,26.179676,0.15,0.5,0.35,,,clay composition estimated,101.06846131904142,-10.271429635496354,1.1138896256367579,-4.460825211953594,1.1138896256367579,6.409571606072177e-05
1,AST-02,80,1517.75,NLLFR,Basaal Zand van Dongen,13.6,13.6,5.4,12.8,13.1,9.1,4.4,9.6,17.1,12.3,0.7,0.3,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0.136,,,56.0,5.6000000000000006e-05,10.7,,28.4,2.65,0.284,1.056007931e-14,1.056007931e-14,1517.8,50.471313,2.214602,0.027415,25.983631,0.15,0.5,0.35,,,clay composition estimated,143.54909032939148,-10.703096867071457,1.1017948842367642,-4.648295908645117,1.1017948842367642,3.3956829390121054e-05
2,AST-02,81,1518.22,NLLFR,Basaal Zand van Dongen,56.7,56.7,0.0,1.6,1.6,1.0,0.0,3.8,11.6,20.7,1.8,0.2,0.1,0.0,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5670000000000001,,,69.0,6.9e-05,28.3,,30.7,2.66,0.307,2.7929929389999996e-14,2.7929929389999996e-14,1518.2,49.193977000000004,2.228571,0.030695,25.376404,0.15,0.5,0.35,,,clay composition estimated,24.265495347605512,-9.856120628955308,0.5920112197004039,-4.2804588021280985,0.5920112197004039,6.30954877426682e-05
3,AST-02,82,1518.75,NLLFR,Basaal Zand van Dongen,16.2,16.2,6.4,8.1,6.8,5.0,2.0,3.0,9.5,38.0,3.9,0.3,0.1,0.0,0.1,0.1,0.1,0.1,0.2,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.162,,,69.0,6.9e-05,67.5,,28.8,2.66,0.28800000000000003,6.661732275e-14,6.661732275e-14,1518.8,51.049301,2.340439,0.059385,25.968479000000002,0.15,0.5,0.35,,,clay composition estimated,117.83943351940594,-10.345081504290524,1.112403470097349,-4.492811812152768,1.112403470097349,6.796307626484702e-05
4,AST-02,83,1519.25,NLLFR,Basaal Zand van Dongen,16.5,16.5,6.9,12.6,10.9,8.4,4.6,6.2,10.5,22.2,0.8,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.165,,,69.0,6.9e-05,2.42,,23.7,2.65,0.237,2.3883543859999998e-15,2.3883543859999998e-15,1519.3,49.683685,2.256829,0.032711000000000004,25.871574,0.15,0.5,0.35,,,clay composition estimated,148.00464902072852,-10.629948253331651,1.0345804386272368,-4.616527869339046,1.0345804386272368,3.448921213608273e-05
5,AST-02,84,1519.8,NLLFR,Basaal Zand van Dongen,15.9,15.9,5.2,12.2,12.2,9.6,6.3,11.0,17.4,8.9,0.5,0.2,0.1,0.0,0.1,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.159,,,56.0,5.6000000000000006e-05,5.4,,27.2,2.65,0.272,5.32938582e-15,5.32938582e-15,1519.8,46.468712,2.223472,0.031916,26.424896,0.15,0.5,0.35,,,clay composition estimated,139.6630409703096,-10.717331930623509,1.0229117732874144,-4.654478118195314,1.0229117732874144,3.171010206857757e-05
6,AST-02,85,1520.28,NLLFR,Basaal Zand van Dongen,12.7,12.7,4.0,8.7,8.8,7.5,5.9,12.7,22.2,15.8,1.2,0.2,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.127,,,56.0,5.6000000000000006e-05,16.4,,29.4,2.66,0.294,1.618554212e-14,1.618554212e-14,1520.3,49.367484999999995,2.212817,0.028683999999999998,26.405415,0.15,0.5,0.35,,,clay composition estimated,113.6125738160674,-10.435530182520747,0.9943202129800783,-4.532093174003595,0.9943202129800783,4.986966948028833e-05
7,AST-02,86,1520.75,NLLFR,Basaal Zand van Dongen,13.4,13.4,8.2,12.1,11.5,8.2,4.6,8.1,5.7,25.5,1.8,0.2,0.0,0.0,0.1,0.0,0.1,0.1,0.1,0.0,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.134,,,69.0,6.9e-05,11.7,,22.9,2.65,0.22899999999999998,1.154700261e-14,1.154700261e-14,1520.8,47.7257,2.2114849999999997,0.025125,26.70826,0.15,0.5,0.35,,,clay composition estimated,157.33802291890873,-10.635365657320367,1.1088136013419803,-4.618880617997586,1.1088136013419803,2.7582746300088942e-05
8,AST-02,87,1521.25,NLLFR,Basaal Zand van Dongen,13.4,13.4,9.0,13.0,10.1,6.3,3.4,6.2,10.4,26.5,1.1,0.1,0.1,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.134,,,69.0,6.9e-05,6.58,,24.1,2.65,0.24100000000000002,6.493955314e-15,6.493955314e-15,1521.3,50.463249,2.21371,0.032033,26.856334999999998,0.15,0.5,0.35,,,clay composition estimated,162.1205538803569,-10.6177613505201,1.1009800144547017,-4.6112351646965,1.1009800144547017,4.9576083935663996e-05
9,AST-02,88,1522.1,NLLFR,Basaal Zand van Dongen,15.0,15.0,5.1,8.8,6.0,4.0,2.6,14.1,34.5,9.1,0.3,0.1,0.0,0.0,0.1,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,,,56.0,5.6000000000000006e-05,27.3,,31.2,2.64,0.312,2.6943006089999994e-14,2.6943006089999994e-14,1522.1,46.484718,2.2324319999999997,0.038924,25.942062,0.15,0.5,0.35,,,clay composition estimated,113.8676970254241,-10.316399676817177,0.9084394862481042,-4.48035545275019,0.9084394862481042,6.0051593628823694e-05
10,AST-02,89,1522.57,NLLFR,Basaal Zand van Dongen,11.2,11.2,8.3,11.2,9.4,7.7,6.3,14.6,25.7,5.3,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11199999999999999,,,56.0,5.6000000000000006e-05,47.8,,29.0,2.65,0.29,4.717493374e-14,4.717493374e-14,1522.6,48.675521999999994,2.2262619999999997,0.027509,26.582539,0.15,0.5,0.35,,,clay composition estimated,155.78042964821202,-10.700715729224296,1.0824452198544838,-4.647261793617443,1.0824452198544838,4.610971967513594e-05
11,AST-02,90,1523.5,NLLFR,Basaal Zand van Dongen,12.3,12.3,6.1,9.7,7.2,6.4,5.3,15.7,27.4,9.2,0.4,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12300000000000001,,,56.0,5.6000000000000006e-05,86.0,,28.2,2.67,0.282,8.48754038e-14,8.48754038e-14,1523.5,48.834915,2.221435,0.024664,25.466225,0.15,0.5,0.35,,,clay composition estimated,129.80776597405708,-10.538125067290734,0.962893982273199,-4.576649566330699,0.962893982273199,4.80781972089988e-05
12,AST-02,91,1523.6,NLLFR,Basaal Zand van Dongen,16.8,16.8,6.3,9.5,7.8,7.2,2.7,12.5,17.0,19.5,0.5,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.168,,,69.0,6.9e-05,58.8,,27.4,2.66,0.27399999999999997,5.803109003999999e-14,5.803109003999999e-14,1523.6,48.24958,2.226671,0.026781,25.26738,0.15,0.5,0.35,,,clay composition estimated,128.14412873457752,-10.520281747358139,1.0489061596246987,-4.56890031094514,1.0489061596246987,3.5720826548626604e-05
13,AST-02,93,1524.57,NLLFR,Basaal Zand van Dongen,13.9,13.9,5.5,6.6,6.9,5.3,3.5,12.1,34.7,10.3,0.4,0.3,0.3,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.139,,,56.0,5.6000000000000006e-05,654.0,,30.9,2.66,0.309,6.454478382e-13,6.454478382e-13,1524.6,54.883965,2.237966,0.029627999999999998,25.840912,0.15,0.5,0.35,,,clay composition estimated,111.91795912034115,-10.376570419889108,0.9258786396100774,-4.506487274438348,0.9258786396100774,5.200238409435336e-05
14,AST-02,94,1525.0,NLLFR,Basaal Zand van Dongen,10.6,10.6,3.9,5.5,6.4,6.7,5.7,13.5,29.5,16.9,0.9,0.1,0.1,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.106,,,56.0,5.6000000000000006e-05,189.0,,28.3,2.65,0.28300000000000003,1.8652850370000002e-13,1.8652850370000002e-13,1525.0,54.872253,2.242712,0.031977,26.718643,0.15,0.5,0.35,,,clay composition estimated,98.83349396258072,-10.328385801518008,0.9054889057763984,-4.485560960567166,0.9054889057763984,5.062909357589141e-05
15,AST-02,95,1525.57,NLLFR,Basaal Zand van Dongen,17.1,17.1,6.3,8.0,8.7,6.6,3.9,6.9,14.8,26.0,1.4,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.171,,,69.0,6.9e-05,8.98,,24.3,2.66,0.243,8.862571234e-15,8.862571234e-15,1525.6,53.474464000000005,2.24443,0.035733999999999995,26.22953,0.15,0.5,0.35,,,clay composition estimated,122.97772096002315,-10.46340899738268,1.1072662245505402,-4.544200789460135,1.1072662245505402,6.206732339381657e-05
16,AST-02,96,1526.14,NLLFR,Basaal Zand van Dongen,21.2,21.2,7.9,9.7,10.4,7.3,5.1,10.1,13.7,13.3,0.6,0.1,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.212,,,56.0,5.6000000000000006e-05,22.7,,22.2,2.65,0.222,2.240315891e-14,2.240315891e-14,1526.1,50.198859999999996,2.286813,0.05193,25.656147,0.15,0.5,0.35,,,clay composition estimated,143.25607312366776,-10.669740854431137,1.0139466779016562,-4.6338095764171285,1.0139466779016562,2.622265237591034e-05
17,AST-02,97,1526.6,NLLFR,Basaal Zand van Dongen,21.4,21.4,7.2,8.7,9.9,8.8,6.8,10.2,10.8,15.0,0.9,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.214,,,69.0,6.9e-05,1.23,,20.9,2.64,0.209,1.213915659e-15,1.213915659e-15,1526.6,50.763870000000004,2.291779,0.05779,26.432484000000002,0.15,0.5,0.35,,,clay composition estimated,135.6914061827122,-10.64149940515002,1.0221161401522423,-4.621544470833391,1.0221161401522423,3.112193796472067e-05
18,AST-02,98,1527.1,NLLFR,Basaal Zand van Dongen,21.6,21.6,10.8,12.8,15.0,11.3,5.9,5.5,5.4,11.1,0.4,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21600000000000003,,,12.0,1.2e-05,2.15,,20.2,2.62,0.20199999999999999,2.121885095e-15,2.121885095e-15,1527.1,52.340324,2.3088439999999997,0.08492000000000001,26.994675,0.15,0.5,0.35,,,clay composition estimated,183.93712921052602,-11.020325020349098,1.093860401790603,-4.786066345117955,1.093860401790603,2.451472943600169e-05
19,AST-02,99,1527.6,NLLFR,Basaal Zand van Dongen,25.6,25.6,8.2,10.7,12.0,9.4,4.4,6.1,15.0,8.1,0.2,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.256,,,56.0,5.6000000000000006e-05,1.97,,20.5,2.62,0.205,1.944238901e-15,1.944238901e-15,1527.6,54.607285,2.315,0.07649199999999999,26.38007,0.15,0.5,0.35,,,clay composition estimated,150.62597698475528,-10.732169392877264,0.961725161233898,-4.660921946177568,0.961725161233898,2.3541127618777952e-05
20,AST-02,100,1528.1,NLLFR,Basaal Zand van Dongen,15.5,15.5,0.4,2.3,6.0,9.7,10.1,20.4,27.3,6.3,0.4,0.2,0.2,0.2,0.2,0.0,0.1,0.2,0.1,0.0,0.1,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.155,,,56.0,5.6000000000000006e-05,8.75,,25.3,2.64,0.253,8.635578875e-15,8.635578875e-15,1528.1,49.199982,2.273882,0.048769,26.238464,0.15,0.5,0.35,,,clay composition estimated,65.53741202100115,-10.198347257552474,0.703359953104876,-4.4290859384882,0.703359953104876,3.508350874796426e-05
21,AST-02,101,1528.6,NLLFR,Basaal Zand van Dongen,22.1,22.1,6.4,8.4,9.3,6.3,4.1,10.5,23.3,7.6,0.9,0.2,0.1,0.1,0.2,0.0,0.1,0.2,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.221,,,56.0,5.6000000000000006e-05,1.6,,21.2,2.62,0.212,1.5790772800000001e-15,1.5790772800000001e-15,1528.6,48.623596,2.248754,0.040882,26.091915,0.15,0.5,0.35,,,clay composition estimated,125.42253853274597,-10.56047728135305,0.988479220806673,-4.586357009556284,0.988479220806673,4.484968529323384e-05
22,AST-02,102,1529.1,NLLFR,Basaal Zand van Dongen,25.9,25.9,7.8,9.5,12.0,8.1,3.4,6.0,11.5,14.0,0.8,0.1,0.1,0.1,0.0,0.0,0.1,0.1,0.1,0.1,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.259,,,12.0,1.2e-05,20.9,,20.4,2.63,0.204,2.062669697e-14,2.062669697e-14,1529.1,51.731499,2.262275,0.042602,26.509163,0.15,0.5,0.35,,,clay composition estimated,141.59619053425084,-10.881540580153294,1.199118780371518,-4.725793028566884,1.199118780371518,1.798927264336851e-05
23,AST-02,103,1529.6,NLLFR,Basaal Zand van Dongen,21.6,21.6,6.2,6.8,7.1,6.4,2.9,10.9,31.0,3.8,1.1,1.6,0.3,0.1,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21600000000000003,,,56.0,5.6000000000000006e-05,22.0,,21.7,2.63,0.217,2.17123126e-14,2.17123126e-14,1529.6,54.663993999999995,2.25414,0.037297000000000004,26.346241,0.15,0.5,0.35,,,clay composition estimated,115.3561783798077,-10.432261551978812,1.0312806474497722,-4.5306736257958535,1.0312806474497722,4.7513277953965275e-05
24,AST-02,104,1531.08,NLLFR,Landen klei,18.9,18.9,5.8,7.9,10.6,10.0,5.8,15.6,23.4,1.6,0.1,0.0,0.1,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18899999999999997,,,56.0,5.6000000000000006e-05,5.4,,24.2,2.65,0.242,5.32938582e-15,5.32938582e-15,1531.1,55.792708999999995,2.280487,0.049899,25.890304999999998,0.15,0.5,0.35,,,clay composition estimated,127.29366069046979,-10.59866791554266,0.9118901407935807,-4.602942991245216,0.9118901407935807,3.745299208441979e-05
25,AST-02,105,1531.6,NLLFR,Landen klei,23.5,23.5,7.0,8.9,8.7,6.3,2.9,9.7,27.1,4.9,0.3,0.3,0.2,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.235,,,56.0,5.6000000000000006e-05,8.01,,22.6,2.64,0.226,7.905255633e-15,7.905255633e-15,1531.6,51.673149,2.268053,0.032332,25.876011,0.15,0.5,0.35,,,clay composition estimated,129.8317853599347,-10.649630354360916,1.0973743380830634,-4.6250756972083185,1.0973743380830634,4.801107203683463e-05
26,AST-02,106,1532.07,NLLFR,Landen klei,37.6,37.6,9.7,14.3,14.7,10.8,7.8,4.7,0.0,0.3,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.376,,,12.0,1.2e-05,153.0,,22.4,2.64,0.22399999999999998,1.509992649e-13,1.509992649e-13,1532.1,53.986664000000005,2.2850919999999997,0.024812999999999998,26.508640000000003,0.15,0.5,0.35,,,clay composition estimated,175.3464513004636,-11.46395853796215,0.8506678324157179,-4.978733933804633,0.8506678324157179,8.026495201109072e-06
27,AST-02,108,1533.1,NLLFR,Landen klei,24.0,24.0,10.4,12.2,15.0,12.5,10.5,7.6,1.8,1.4,1.8,1.5,0.7,0.2,0.2,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,,,12.0,1.2e-05,14.2,,21.5,2.62,0.215,1.4014310859999997e-14,1.4014310859999997e-14,1533.1,57.627106000000005,2.2985349999999998,0.045133,27.523173999999997,0.15,0.5,0.35,,,clay composition estimated,180.85727902005118,-10.943651167535183,0.9473025782580724,-4.752767313934609,0.9473025782580724,2.2858616517399212e-05
28,AST-02,109,1533.6,NLLFR,Landen klei,17.2,17.2,7.2,8.6,8.6,5.8,2.7,0.6,0.1,1.9,1.1,1.0,1.4,1.1,2.0,1.8,1.8,2.5,4.9,4.0,4.7,5.7,4.4,4.2,3.1,1.8,1.2,0.3,0.3,0.172,,,12.0,1.2e-05,2.02,,18.0,2.61,0.18,1.993585066e-15,1.993585066e-15,1533.6,61.288925,2.3143380000000002,0.038801,27.621346000000003,0.15,0.5,0.35,,,clay composition estimated,115.7692301963938,-9.357503871561738,1.9554240981969877,-4.063912295807579,1.9554240981969877,0.00017514866290049963
29,AST-02,110,1534.04,NLLFR,Landen klei,31.5,31.5,8.6,12.0,15.8,14.3,11.2,5.8,0.0,0.5,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.315,,,12.0,1.2e-05,7.27,,20.1,2.61,0.201,7.174932391e-15,7.174932391e-15,1534.0,56.761925,2.292744,0.021578,26.643440000000002,0.15,0.5,0.35,,,clay composition estimated,167.525485891543,-11.29665709492216,0.8945137521588763,-4.906075840277913,0.8945137521588763,9.802405212825156e-06
30,AST-02,111,1534.6,NLLFR,Landen klei,34.2,34.2,8.2,10.8,14.9,14.3,7.2,6.5,2.5,0.8,0.1,0.0,0.0,0.1,0.1,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.342,,,12.0,1.2e-05,16.7,,19.1,2.6,0.191,1.648161911e-14,1.648161911e-14,1534.6,58.305389,2.2595520000000002,0.019443000000000002,27.349957,0.15,0.5,0.35,,,clay composition estimated,156.78439701865378,-11.154943860683327,0.8537054504696358,-4.844530564635326,0.8537054504696358,1.2322556278702635e-05
