,porosity,permeability_measured,clay_fraction,kaolinite_fraction,illite_fraction,smectite_fraction,specific_surface_granular_fraction,k_kaolinite,k_illite,k_smectite,k_clay,k_granular,power_mean_exponent,k_calculated
40,0.05286709999999999,5.727728215567921e-15,0,0.33333,0.33333,0.33333,14.8,1.8463180104826804e-21,5.062496011984103e-24,1.9718051798890625e-25,1.2267070165276404e-23,3.3190746263207493e-15,0.0,3.3190746263207493e-15
41,0.0553846,1.38695829479737e-14,0,0.33333,0.33333,0.33333,14.8,2.2049766145652954e-21,6.036067375714846e-24,2.2868333609259588e-25,1.4499707808767273e-23,4.347767731362254e-15,0.0,4.347767731362254e-15
42,0.056223800000000004,4.1943570949817295e-15,0,0.33333,0.33333,0.33333,14.8,2.3354561225588767e-21,6.3898768598844e-24,2.3992785128200274e-25,1.5306519254903014e-23,4.734641737150622e-15,0.0,4.734641737150622e-15
43,0.056643399999999997,6.65025659025678e-15,0,0.33333,0.33333,0.33333,14.8,2.402837555970481e-21,6.5725172591090675e-24,2.4569381616642573e-25,1.5722134042859923e-23,4.936757812075697e-15,0.0,4.936757812075697e-15
44,0.0570629,9.543955423598221e-15,0,0.33333,0.33333,0.33333,14.8,2.4716585989420272e-21,6.759011236141011e-24,2.515554844606571e-25,1.614593013514732e-23,5.1447407998410184e-15,0.0,5.1447407998410184e-15
45,0.0583217,1.09451924508786e-14,0,0.33333,0.33333,0.33333,14.8,2.6871238666409842e-21,7.342585019506628e-24,2.6973720686124835e-25,1.746841181630671e-23,5.8053338839076265e-15,0.0,5.8053338839076265e-15
46,0.0587413,1.61039866639684e-14,0,0.33333,0.33333,0.33333,14.8,2.762003167623599e-21,7.545288326452881e-24,2.759986204848431e-25,1.7926538652994678e-23,6.0380319889363596e-15,0.0,6.0380319889363596e-15
47,0.060839199999999996,1.4575162391953e-14,0,0.33333,0.33333,0.33333,14.8,3.1603193038620795e-21,8.622739773989357e-24,3.08855698991149e-25,2.0351864564431476e-23,7.299798673335442e-15,0.0,7.299798673335442e-15
48,0.0629371,1.6302845102771498e-14,0,0.33333,0.33333,0.33333,14.8,3.60064666397937e-21,9.812383810604743e-24,3.443924843409027e-25,2.301243714774692e-23,8.734997459542725e-15,0.0,8.734997459542725e-15
49,0.0633566,1.80112312489185e-14,0,0.33333,0.33333,0.33333,14.8,3.6939959420044136e-21,1.0064410503912581e-23,3.518314035896709e-25,2.3573970207804668e-23,9.043956454033365e-15,0.0,9.043956454033365e-15
50,0.065035,2.6830786422897096e-14,0,0.33333,0.33333,0.33333,14.8,4.085969928654463e-21,1.1122049599146681e-23,3.827394406034659e-25,2.5923100039194553e-23,1.0356972192852248e-14,0.0,1.0356972192852248e-14
51,0.0654545,2.19818075965182e-14,0,0.33333,0.33333,0.33333,14.8,4.1886858848548664e-21,1.1399043798514104e-23,3.9075621028946685e-25,2.6536468866606996e-23,1.0704916478030021e-14,0.0,1.0704916478030021e-14
52,0.06755239999999998,3.03873901742959e-14,0,0.33333,0.33333,0.33333,14.8,4.7321213806059365e-21,1.2863523112133677e-23,4.326518317251372e-25,2.976756994413274e-23,1.2569213282101697e-14,0.0,1.2569213282101697e-14
53,0.06839160000000001,3.48492472930364e-14,0,0.33333,0.33333,0.33333,14.8,4.963883311322112e-21,1.348760683858055e-23,4.502734211104016e-25,3.1138856524447157e-23,1.3375087701372496e-14,0.0,1.3375087701372496e-14
54,0.0696503,3.84993504459657e-14,0,0.33333,0.33333,0.33333,14.8,5.327571235418912e-21,1.4466403240634e-23,4.776556294082994e-25,3.3283298309181553e-23,1.4651118252158587e-14,0.0,1.4651118252158587e-14
55,0.08013989999999999,1.10951557281491e-13,0,0.33333,0.33333,0.33333,14.8,9.209107905857224e-21,2.4880885338252846e-23,7.543388869656275e-25,5.57321551226059e-23,2.885586897975921e-14,0.0,2.885586897975921e-14
56,0.0830769,1.1660667244015302e-13,0,0.33333,0.33333,0.33333,14.8,1.060847610152125e-20,2.8624441416060646e-23,8.489075636824573e-25,6.367546197113571e-23,3.4145098793715584e-14,0.0,3.4145098793715584e-14
57,0.08811189999999999,1.47717994306962e-13,0,0.33333,0.33333,0.33333,14.8,1.33820794179556e-20,3.6031403691224295e-23,1.0305751352751064e-24,7.924693858757797e-23,4.478061355842557e-14,0.0,4.478061355842557e-14
58,0.0885315,1.89506190860187e-13,0,0.33333,0.33333,0.33333,14.8,1.3636172023248803e-20,3.670920873173552e-23,1.0468875667136233e-24,8.066344777435605e-23,4.5762787394216446e-14,0.0,4.5762787394216446e-14
59,0.08979019999999999,1.6318618977891902e-13,0,0.33333,0.33333,0.33333,14.8,1.442079457107815e-20,3.8801506755116155e-23,1.0969477681460525e-24,8.502799724995146e-23,4.8802454608565386e-14,0.0,4.8802454608565386e-14
60,0.0935664,1.6727591040963097e-13,0,0.33333,0.33333,0.33333,14.8,1.6985730508548588e-20,4.5634223164836725e-23,1.2576068183422865e-24,9.920341632659094e-23,5.879942357304229e-14,0.0,5.879942357304229e-14
61,0.0944056,1.96676921675663e-13,0,0.33333,0.33333,0.33333,14.8,1.7600839566042677e-20,4.7271341263341685e-23,1.295518888025916e-24,1.0258367284912559e-22,6.120825945032415e-14,0.0,6.120825945032415e-14
62,0.0948252,2.31250884344119e-13,0,0.33333,0.33333,0.33333,14.8,1.7914796354441145e-20,4.8106736267061486e-23,1.3147848881785354e-24,1.0430632481781092e-22,6.24392004804495e-14,0.0,6.24392004804495e-14
63,0.10028,3.0790263263554e-13,0,0.33333,0.33333,0.33333,14.8,2.2406014952009532e-20,6.004354790766796e-23,1.5847831152942982e-24,1.2877132717205164e-22,8.013429078880824e-14,0.0,8.013429078880824e-14
64,0.105315,3.6196235256227e-13,0,0.33333,0.33333,0.33333,14.8,2.728712672500395e-20,7.299168804327152e-23,1.8682440890914383e-24,1.5503855375788598e-22,9.949157117176679e-14,0.0,9.949157117176679e-14
65,0.111608,2.71714867343345e-13,0,0.33333,0.33333,0.33333,14.8,3.45144824227602e-20,9.21254775668781e-23,2.2731715038286323e-24,1.934438424275897e-22,1.2828183426156545e-13,0.0,1.2828183426156545e-13
66,0.11370599999999999,4.3617764389906297e-13,0,0.33333,0.33333,0.33333,14.8,3.723075133158427e-20,9.93065777359375e-23,2.421595255309083e-24,2.0775139619231785e-22,1.391237147283208e-13,0.0,1.391237147283208e-13
67,0.11706300000000001,3.1940624431137604e-13,0,0.33333,0.33333,0.33333,14.8,4.1923892370986026e-20,1.1170285280485648e-22,2.6739301261435496e-24,2.323316160200549e-22,1.578698960724427e-13,0.0,1.578698960724427e-13
68,0.12042,3.75511638746839e-13,0,0.33333,0.33333,0.33333,14.8,4.707110470853622e-20,1.252838662781668e-22,2.945375706490299e-24,2.591070800926356e-22,1.784384324425512e-13,0.0,1.784384324425512e-13
69,0.127552,4.5252585982399103e-13,0,0.33333,0.33333,0.33333,14.8,5.966424742835579e-20,1.584562216115187e-22,3.5900811014754816e-24,3.23934699621003e-22,2.287439043530799e-13,0.0,2.287439043530799e-13
70,0.131329,4.87565988084771e-13,0,0.33333,0.33333,0.33333,14.8,6.73379986403894e-20,1.7863753926789538e-22,3.97169776578646e-24,3.630369062618317e-22,2.593606159303106e-13,0.0,2.593606159303106e-13
71,0.133007,7.35433489065462e-13,0,0.33333,0.33333,0.33333,14.8,7.098942760441245e-20,1.8823291446101824e-22,4.15072432835135e-24,3.81550385901701e-22,2.7391540164195026e-13,0.0,2.7391540164195026e-13
72,0.133427,5.453727097748929e-13,0,0.33333,0.33333,0.33333,14.8,7.192758925696364e-20,1.9069751278003367e-22,4.196473488781435e-24,3.862980109393023e-22,2.7765341476329296e-13,0.0,2.7765341476329296e-13
73,0.138462,5.38509540941366e-13,0,0.33333,0.33333,0.33333,14.8,8.396460170166105e-20,2.222944170224126e-22,4.7752043897363884e-24,4.469089829945256e-22,3.2555362396831517e-13,0.0,3.2555362396831517e-13
74,0.138881,9.086850903488759e-13,0,0.33333,0.33333,0.33333,14.8,8.503453663995409e-20,2.2510086635696723e-22,4.8259554518025965e-24,4.522709809757506e-22,3.2980572661440245e-13,0.0,3.2980572661440245e-13
75,0.144755,1.04189367657368e-12,0,0.33333,0.33333,0.33333,14.8,1.0121927111889338e-19,2.6751618101739583e-22,5.581619103487532e-24,5.329304739795129e-22,3.940102871022724e-13,0.0,3.940102871022724e-13
76,0.148531,6.65247731430304e-13,0,0.33333,0.33333,0.33333,14.8,1.1286698237312722e-19,2.980020874575411e-22,6.113011099216018e-24,5.905084156230147e-22,4.4008025777716e-13,0.0,4.4008025777716e-13
77,0.148951,9.1969410384323e-13,0,0.33333,0.33333,0.33333,14.8,1.1422647533109282e-19,3.0155838629750485e-22,6.174427174303864e-24,5.972055851421043e-22,4.4545003122006666e-13,0.0,4.4545003122006666e-13
78,0.14979,1.04167778454805e-12,0,0.33333,0.33333,0.33333,14.8,1.1698172359775634e-19,3.0876465528656756e-22,6.2985295076274454e-24,6.107644230673472e-22,4.563280983916827e-13,0.0,4.563280983916827e-13
79,0.153147,1.2094652705444e-12,0,0.33333,0.33333,0.33333,14.8,1.2854759736051833e-19,3.3899825497360407e-22,6.814373147147894e-24,6.674840160557496e-22,5.019235283846398e-13,0.0,5.019235283846398e-13
80,0.154825,8.747690364388691e-13,0,0.33333,0.33333,0.33333,14.8,1.3466526844165175e-19,3.5497980881364884e-22,7.084095190606451e-24,6.973638774322821e-22,5.259970668776774e-13,0.0,5.259970668776774e-13
81,0.156923,7.722419720593271e-13,0,0.33333,0.33333,0.33333,14.8,1.4264326551705207e-19,3.7581122813093348e-22,7.43282430451053e-24,7.36212119397052e-22,5.573466452630384e-13,0.0,5.573466452630384e-13
82,0.158182,1.00312118459117e-12,0,0.33333,0.33333,0.33333,14.8,1.4761167226921525e-19,3.8877883304645214e-22,7.648366755130458e-24,7.603412126474817e-22,5.768450318546734e-13,0.0,5.768450318546734e-13
83,0.159441,1.19418992328373e-12,0,0.33333,0.33333,0.33333,14.8,1.5271944110866158e-19,4.0210599695224595e-22,7.868710287429658e-24,7.850979863750607e-22,5.968707017046502e-13,0.0,5.968707017046502e-13
84,0.162797,8.42409783999426e-13,0,0.33333,0.33333,0.33333,14.8,1.6703935543290907e-19,4.394480383604654e-22,8.48013032594648e-24,8.54253906878945e-22,6.529102606087345e-13,0.0,6.529102606087345e-13
85,0.163636,1.5318047158983202e-12,0,0.33333,0.33333,0.33333,14.8,1.70784586644147e-19,4.49209521157217e-22,8.638587398208402e-24,8.722829451127568e-22,6.67542282709021e-13,0.0,6.67542282709021e-13
86,0.16531500000000002,9.1908018339788e-13,0,0.33333,0.33333,0.33333,14.8,1.7848482274775833e-19,4.692731065487761e-22,8.962593670202068e-24,9.092792987845646e-22,6.975947487076936e-13,0.0,6.975947487076936e-13
87,0.166154,1.3354984928177e-12,0,0.33333,0.33333,0.33333,14.8,1.8243723283127816e-19,4.79568319906049e-22,9.12800051027732e-24,9.28232702376552e-22,7.130042059670915e-13,0.0,7.130042059670915e-13
88,0.166993,1.1644300436997701e-12,0,0.33333,0.33333,0.33333,14.8,1.8646068555413137e-19,4.900464809435938e-22,9.295773993905255e-24,9.47502298595403e-22,7.286796784471322e-13,0.0,7.286796784471322e-13
89,0.16909100000000002,1.55064863873418e-12,0,0.33333,0.33333,0.33333,14.8,1.9683941366611915e-19,5.170660209563097e-22,9.725836359058019e-24,9.970991698173843e-22,7.690653963067906e-13,0.0,7.690653963067906e-13
90,0.16993,1.0538611680745e-12,0,0.33333,0.33333,0.33333,14.8,2.0111971236386546e-19,5.282053177852625e-22,9.902099747849578e-24,1.017508771582674e-21,7.857002989202702e-13,0.0,7.857002989202702e-13
91,0.172448,2.7499411652217297e-12,0,0.33333,0.33333,0.33333,14.8,2.1442488384629031e-19,5.628177653087868e-22,1.0446127663462222e-23,1.0807927796905755e-21,8.373347884057606e-13,0.0,8.373347884057606e-13
92,0.174126,1.13543794105325e-12,0,0.33333,0.33333,0.33333,14.8,2.2368492099285955e-19,5.868953683975975e-22,1.0821458588645932e-23,1.1247013658925548e-21,8.732062379729721e-13,0.0,8.732062379729721e-13
93,0.175804,1.5893275154256698e-12,0,0.33333,0.33333,0.33333,14.8,2.33270124699511e-19,6.118088186326808e-22,1.1207277530115736e-23,1.1700407306179353e-21,9.102831753546382e-13,0.0,9.102831753546382e-13
94,0.177902,2.51972649273437e-12,0,0.33333,0.33333,0.33333,14.8,2.45726003474098e-19,6.441696120449727e-22,1.1704765568653776e-23,1.2287979104432726e-21,9.583845841455397e-13,0.0,9.583845841455397e-13
95,0.178741,1.31826706572872e-12,0,0.33333,0.33333,0.33333,14.8,2.508576216203467e-19,6.574973027743516e-22,1.1908502384425644e-23,1.2529541071034969e-21,9.781760765341457e-13,0.0,9.781760765341457e-13
96,0.18,1.73381758030761e-12,0,0.33333,0.33333,0.33333,14.8,2.587231519287118e-19,6.779205886268509e-22,1.2219453958618256e-23,1.2899242339255913e-21,1.0084834809966357e-12,0.0,1.0084834809966357e-12
97,0.182098,1.31808495298326e-12,0,0.33333,0.33333,0.33333,14.8,2.722806354901221e-19,7.131100574520926e-22,1.275180398066935e-23,1.3534960810395125e-21,1.0606450669019167e-12,0.0,1.0606450669019167e-12
98,0.183357,1.96360171271313e-12,0,0.33333,0.33333,0.33333,14.8,2.806935819833077e-19,7.349383495481206e-22,1.3079940011702239e-23,1.3928519115982313e-21,1.0929651011080681e-12,0.0,1.0929651011080681e-12
99,0.183776,1.4743595330464498e-12,0,0.33333,0.33333,0.33333,14.8,2.8354050664052622e-19,7.423236311716055e-22,1.3190610990176263e-23,1.4061542322356224e-21,1.103893959724494e-12,0.0,1.103893959724494e-12
100,0.18629400000000002,2.22383930695053e-12,0,0.33333,0.33333,0.33333,14.8,3.0115570955809127e-19,7.880048031441747e-22,1.387138633985494e-23,1.4882922482607013e-21,1.1714261573356178e-12,0.0,1.1714261573356178e-12
101,0.187133,1.73333857498596e-12,0,0.33333,0.33333,0.33333,14.8,3.0722199129001836e-19,8.03730621444717e-22,1.410429255702422e-23,1.5165133381399363e-21,1.1946478774756215e-12,0.0,1.1946478774756215e-12
102,0.187972,1.36796001166536e-12,0,0.33333,0.33333,0.33333,14.8,3.1338893405646183e-19,8.197144637042645e-22,1.4340286655730146e-23,1.5451695521775103e-21,1.2182370998210669e-12,0.0,1.2182370998210669e-12
103,0.18923099999999998,1.6285211462776998e-12,0,0.33333,0.33333,0.33333,14.8,3.228348947301288e-19,8.441914743692285e-22,1.4700282754669548e-23,1.588999270525977e-21,1.254334715429348e-12,0.0,1.254334715429348e-12
104,0.19007000000000002,1.9387571042903504e-12,0,0.33333,0.33333,0.33333,14.8,3.2925959786072937e-19,8.608358284831767e-22,1.4944140522021668e-23,1.618767526876185e-21,1.2788634268430018e-12,0.0,1.2788634268430018e-12
105,0.19258699999999998,1.73293950497597e-12,0,0.33333,0.33333,0.33333,14.8,3.491726894612423e-19,9.124055933615494e-22,1.5695061466057478e-23,1.710821683410414e-21,1.3547732521074901e-12,0.0,1.3547732521074901e-12
106,0.195105,2.11496605914016e-12,0,0.33333,0.33333,0.33333,14.8,3.7008333150482234e-19,9.665297002590443e-22,1.6476029982137762e-23,1.807159699003034e-21,1.4343042974613331e-12,0.0,1.4343042974613331e-12
107,0.196364,1.77636988627771e-12,0,0.33333,0.33333,0.33333,14.8,3.809224422378488e-19,9.945739808170649e-22,1.6877963430379058e-23,1.856971388610999e-21,1.4754592815185393e-12,0.0,1.4754592815185393e-12
108,0.198462,1.98697957223659e-12,0,0.33333,0.33333,0.33333,14.8,3.9957111833768405e-19,1.0428070924333928e-21,1.7565114895612258e-23,1.9424811152083343e-21,1.5461583927156018e-12,0.0,1.5461583927156018e-12
109,0.202238,1.84358600320453e-12,0,0.33333,0.33333,0.33333,14.8,4.350526583438841e-19,1.1345205573918125e-21,1.8858169604247645e-23,2.104544024313684e-21,1.6803130389618493e-12,0.0,1.6803130389618493e-12
110,0.204755,2.16742162548076e-12,0,0.33333,0.33333,0.33333,14.8,4.601347498691353e-19,1.1993114975845036e-21,1.9761697975063096e-23,2.218640673103091e-21,1.7748786990994867e-12,0.0,1.7748786990994867e-12
111,0.20979,2.45450206737377e-12,0,0.33333,0.33333,0.33333,14.8,5.139526757758006e-19,1.3382242420552055e-21,2.1673667446010514e-23,2.4622618258400607e-21,1.977088791020341e-12,0.0,1.977088791020341e-12
112,0.21146900000000002,2.1399981713131e-12,0,0.33333,0.33333,0.33333,14.8,5.330320947094025e-19,1.3874384601777256e-21,2.2343409140401704e-23,2.5482661296056934e-21,2.048561402514241e-12,0.0,2.048561402514241e-12
113,0.21356599999999998,2.30591557248812e-12,0,0.33333,0.33333,0.33333,14.8,5.576940642584275e-19,1.4510286419458658e-21,2.3203289745220917e-23,2.659171074796742e-21,2.140789757102981e-12,0.0,2.140789757102981e-12
114,0.216923,2.71089940489992e-12,0,0.33333,0.33333,0.33333,14.8,5.991712195916662e-19,1.5579186163245563e-21,2.463550939573585e-23,2.845058585633677e-21,2.2955220007873885e-12,0.0,2.2955220007873885e-12
115,0.21860100000000002,3.26763396954296e-12,0,0.33333,0.33333,0.33333,14.8,6.208591423293019e-19,1.613782775653315e-21,2.5377834013458695e-23,2.941956308571292e-21,2.3762489741847835e-12,0.0,2.3762489741847835e-12
116,0.221958,2.9206761363417798e-12,0,0.33333,0.33333,0.33333,14.8,6.662426680932116e-19,1.730625237255159e-21,2.691758434870219e-23,3.1440941781843457e-21,2.5447966870937206e-12,0.0,2.5447966870937206e-12
117,0.223217,2.6435248802037795e-12,0,0.33333,0.33333,0.33333,14.8,6.839711832734969e-19,1.776248166830408e-21,2.7514314035751655e-23,3.2228366866388255e-21,2.6105042291705387e-12,0.0,2.6105042291705387e-12
118,0.226154,3.79335425152277e-12,0,0.33333,0.33333,0.33333,14.8,7.268878442208899e-19,1.8866463654748566e-21,2.894845506279968e-23,3.4129697383368125e-21,2.7692720483888944e-12,0.0,2.7692720483888944e-12
119,0.229091,2.95640142019556e-12,0,0.33333,0.33333,0.33333,14.8,7.720673426278987e-19,2.002800817097519e-21,3.0443192007971196e-23,3.61242467882596e-21,2.93598150070938e-12,0.0,2.93598150070938e-12
