,depth,GR,RHOB,DRHO,NPHI,DPHI,NPHI_ss,NDPHI_diff,clay_fraction_NDPHI,k_kaolinite,k_illite,k_smectite,k_clay_best,log_mean_gs,log_std_gs,Ss_granular,k_granular_best,power_mean_exponent,k_calculated
262,1634.8,51.626625,2.335131,0.20785900000000002,,0.19376553846153854,,,,3.588341621178614e-19,9.374164829702806e-22,1.6056829700349186e-23,5.510376719647172e-22,,,,,0.0,
263,1634.7,52.146378000000006,2.321625,0.19548900000000002,,0.20207692307692307,,,,4.334872196038727e-19,1.1304756682376596e-21,1.8801497448788057e-23,6.578765531562921e-22,,,,,0.0,
264,1634.6,53.178946999999994,2.304812,0.178836,,0.21242338461538468,,,,5.441400119829433e-19,1.4160831782023665e-21,2.2731500401191145e-23,8.141807257360537e-22,,,,,0.0,
265,1634.5,51.674026,2.2964729999999998,0.168461,,0.21755507692307696,,,,6.072644369256326e-19,1.5787674145985476e-21,2.4913030922006325e-23,9.024331758767335e-22,,,,,0.0,
266,1634.4,52.307097999999996,2.292813,0.160365,,0.21980738461538454,,,,6.368576761262011e-19,1.65498057736643e-21,2.5922678946346347e-23,9.436061596986874e-22,,,,,0.0,
267,1634.3,54.730949,2.2949990000000002,0.149351,,0.2184621538461537,,,,6.190397992074529e-19,1.6090971749294983e-21,2.5315728803833049e-23,9.188308620510692e-22,,,,,0.0,
268,1634.2,56.362839,2.302179,0.13936500000000002,,0.21404369230769224,,,,5.634441755042348e-19,1.4658513835205767e-21,2.3402865744704337e-23,8.412339069326853e-22,,,,,0.0,
269,1634.1,55.844627,2.308771,0.13243,,0.2099870769230768,,,,5.161620233061675e-19,1.3439239690703492e-21,2.175142923540151e-23,7.748648965094393e-22,,,,,0.0,
270,1634.0,52.166855,2.320068,0.121797,,0.2030350769230768,,,,4.428687777054906e-19,1.1547143981854677e-21,1.9140628766791062e-23,6.712174215417674e-22,,,,,0.0,
271,1633.9,48.350395,2.33392,0.111791,,0.19451076923076918,,,,3.6505720546985645e-19,9.535229415734362e-22,1.628899520868124e-23,5.599931510781235e-22,,,,,0.0,
272,1633.8,46.762459,2.342085,0.10568399999999999,,0.18948615384615383,,,,3.2477767090001866e-19,8.49224905150699e-22,1.4774107085229417e-23,5.018509151428914e-22,,,,,0.0,
273,1633.7,43.531425,2.347326,0.095194,,0.18626092307692307,,,,3.0091859461640736e-19,7.873900637065903e-22,1.3862267014353456e-23,4.672015874177359e-22,,,,,0.0,
274,1633.6,40.519966,2.347598,0.0822,,0.18609353846153848,,,,2.9972104647825664e-19,7.842852563968424e-22,1.3816191746928736e-23,4.654580381220611e-22,,,,,0.0,
275,1633.5,43.299965,2.346998,0.07607699999999999,,0.1864627692307692,,,,3.0236795174946034e-19,7.911475685297963e-22,1.3917990090618042e-23,4.69311175041873e-22,,,,,0.0,
276,1633.4,50.189522,2.346064,0.07108300000000001,,0.18703753846153828,,,,3.0652671941609397e-19,8.019283914526399e-22,1.407763737492627e-23,4.753609104407406e-22,,,,,0.0,
277,1633.3,56.73999,2.346387,0.068008,,0.18683876923076911,,,,3.050832028266996e-19,7.9818649937001035e-22,1.4022264241609113e-23,4.732616187584402e-22,,,,,0.0,
278,1633.2,58.052162,2.350607,0.068368,,0.18424184615384617,,,,2.8673364668193143e-19,7.506062291992426e-22,1.3314522728683972e-23,4.4652095201977445e-22,,,,,0.0,
279,1633.1,58.034691,2.351513,0.068665,,0.18368430769230745,,,,2.8291547052876165e-19,7.407022672531525e-22,1.3166329195149567e-23,4.409435454672479e-22,,,,,0.0,
280,1633.0,56.932716000000006,2.348878,0.069172,,0.18530584615384607,,,,2.9413824069214616e-19,7.698095577919659e-22,1.360099164230884e-23,4.573240846888318e-22,,,,,0.0,
281,1632.9,55.572182,2.346634,0.07259299999999999,,0.1866867692307692,,,,3.039831321789879e-19,7.953347807102963e-22,1.3980036618134863e-23,4.716613812167999e-22,,,,,0.0,
282,1632.8,53.422408999999995,2.346292,0.077013,,0.18689723076923082,,,,3.0550718202354265e-19,7.992855575373468e-22,1.4038532512841616e-23,4.738782715746899e-22,,,,,0.0,
283,1632.7,51.00029,2.348407,0.082876,,0.1855956923076925,,,,2.961824639318188e-19,7.751103297467425e-22,1.3679867787475595e-23,4.603035545558198e-22,,,,,0.0,
284,1632.6,47.372299,2.352964,0.09234099999999999,,0.18279138461538466,,,,2.7688788900389533e-19,7.2506482615983845e-22,1.2931707958255922e-23,4.32129160217294e-22,,,,,0.0,
285,1632.5,41.827896,2.355146,0.10327,,0.18144861538461526,,,,2.680231998635376e-19,7.020613349897526e-22,1.2585112531906676e-23,4.191441142844664e-22,,,,,0.0,
286,1632.4,35.941284,2.352183,0.10762999999999999,,0.18327200000000002,,,,2.801189295969914e-19,7.33447545555934e-22,1.3057578625597287e-23,4.368555181323684e-22,,,,,0.0,
287,1632.3,31.760223,2.340719,0.1078,,0.1903267692307692,,,,3.312468534560793e-19,8.659835663793112e-22,1.501940969240531e-23,5.112179469744949e-22,,,,,0.0,
288,1632.2,29.963866999999997,2.32222,0.104304,,0.20171076923076908,,,,4.299462126025867e-19,1.1213256731141813e-21,1.8673180692556715e-23,6.528364685224374e-22,,,,,0.0,
289,1632.1,31.840881,2.307704,0.098366,,0.2106436923076922,,,,5.23580684456767e-19,1.363061172715217e-21,2.201214148203865e-23,7.8530257118254075e-22,,,,,0.0,
290,1632.0,37.989708,2.2863119999999997,0.08851200000000001,,0.22380800000000006,,,,6.924300343955485e-19,1.7980125055109883e-21,2.77981305361362e-23,1.0206061831340669e-21,,,,,0.0,
291,1631.9,46.034531,2.262968,0.078997,,0.23817353846153855,,,,9.272188707441486e-19,2.4012336872156064e-21,3.547229040906161e-23,1.34201009884655e-21,,,,,0.0,
292,1631.8,48.358803,2.250526,0.07334700000000001,,0.24583015384615395,,,,1.0779973883436807e-18,2.7878466863275866e-21,4.022748095851366e-23,1.545646208587986e-21,,,,,0.0,
