depth,GR,RHOB,DRHO,NPHI
1528.5,48.641121,2.250294,0.042375,25.970928
1528.4,48.778564,2.25287,0.042986,25.974392
1528.3,49.019493,2.259619,0.045023,26.070141
1528.2,49.199982,2.268299,0.048,26.196003
1528.1,49.199982,2.273882,0.048769,26.238464
1528,49.357918,2.282756,0.051948,26.185261
1527.9,49.908791,2.291798,0.056922,26.118523
1527.8,50.849731,2.298089,0.062379,26.091434
1527.7,52.569908,2.306235,0.06946,26.163315
1527.6,54.607285,2.315,0.076492,26.38007
1527.5,55.36058,2.317925,0.079436,26.573067
1527.4,55.723106,2.316789,0.081205,26.781517
1527.3,55.018158,2.316012,0.084427,26.963535
1527.2,53.470192,2.313594,0.086586,27.046825
1527.1,52.340324,2.308844,0.08492,26.994675
1527,51.166962,2.301465,0.078978,26.894897
1526.9,50.40303,2.288951,0.06697,26.795597
1526.8,50.445007,2.283332,0.059281,26.724487
1526.7,50.60421,2.286099,0.05771,26.616585
1526.6,50.76387,2.291779,0.05779,26.432484
1526.5,50.681839,2.299686,0.059595,26.149513
1526.4,50.513466,2.301945,0.059664,25.918434
1526.3,50.128441,2.297639,0.05551,25.753227
1526.2,50.014771,2.290775,0.051352,25.614983
1526.1,50.19886,2.286813,0.05193,25.656147
1526,50.988846,2.278564,0.051268,25.866173
1525.9,52.337799,2.265691,0.04942,26.116261
1525.8,53.081551,2.258871,0.046675,26.182781
1525.7,53.435043,2.250521,0.041031,26.267326
1525.6,53.474464,2.24443,0.035734,26.22953
1525.5,53.238289,2.240135,0.030938,26.201908
1525.4,52.738693,2.239113,0.029355,26.239487
1525.3,52.722778,2.240915,0.030026,26.351887
1525.2,53.099808,2.24269,0.030382,26.576508
1525.1,53.742996,2.243122,0.031363,26.708389
1525,54.872253,2.242712,0.031977,26.718643
1524.9,56.110771,2.24075,0.031639,26.529118
1524.8,56.322243,2.23913,0.030978,26.316063
1524.7,56.132835,2.238473,0.030605,26.084415
1524.6,54.883965,2.237966,0.029628,25.840912
1524.5,52.857414,2.237568,0.028991,25.687199
1524.4,51.541733,2.238517,0.028628,25.649445
1524.3,50.30423,2.239258,0.027992,25.626526
1524.2,49.460922,2.240303,0.027609,25.56657
1524.1,49.322876,2.239613,0.026614,25.495308
1524,49.160522,2.238604,0.026395,25.380821
1523.9,48.903526,2.236622,0.027786,25.207497
1523.8,48.447021,2.23395,0.028968,25.08337
1523.7,48.123604,2.23158,0.028588,25.11705
1523.6,48.24958,2.226671,0.026781,25.26738
1523.5,48.834915,2.221435,0.024664,25.466225
1523.4,49.432945,2.21875,0.024028,25.580761
1523.3,50.540199,2.218431,0.024,25.617489
1523.2,51.656593,2.219633,0.023566,25.619991
1523.1,51.931198,2.220626,0.023472,25.671867
1523,51.950935,2.2223,0.024388,25.773403
1522.9,51.458588,2.224065,0.025395,26.053089
1522.8,50.596054,2.22581,0.026837,26.420307
1522.7,49.787651,2.226201,0.027428,26.592499
1522.6,48.675522,2.226262,0.027509,26.582539
1522.5,47.767845,2.227802,0.028839,26.446548
1522.4,47.244263,2.230242,0.031705,26.228069
1522.3,46.666763,2.233164,0.035555,25.978798
1522.2,46.438454,2.234074,0.038158,25.876133
1522.1,46.484718,2.232432,0.038924,25.942062
1522,46.733757,2.229547,0.038065,26.071194
1521.9,48.136032,2.226134,0.038104,26.260773
1521.8,49.994545,2.223352,0.039302,26.408222
1521.7,51.386421,2.221231,0.039441,26.497078
1521.6,52.483185,2.217538,0.037171,26.599644
1521.5,52.872841,2.214491,0.034392,26.702457
1521.4,52.161018,2.213825,0.033179,26.794727
1521.3,50.463249,2.21371,0.032033,26.856335
1521.2,48.866158,2.214259,0.031174,26.877365
1521.1,47.815018,2.21414,0.030038,26.83672
1521,47.12841,2.212902,0.028205,26.798145
1520.9,47.180412,2.21237,0.026695,26.746742
1520.8,47.7257,2.211485,0.025125,26.70826
1520.7,48.427429,2.210677,0.024181,26.685719
1520.6,49.448509,2.210258,0.024,26.615345
1520.5,50.129936,2.210285,0.024484,26.517334
1520.4,50.052505,2.211169,0.026344,26.439274
1520.3,49.367485,2.212817,0.028684,26.405415
1520.2,47.630455,2.213095,0.030307,26.41452
1520.1,45.989319,2.212386,0.030438,26.470478
1520,45.185509,2.213232,0.030561,26.526669
1519.9,45.448997,2.217806,0.031385,26.519363
1519.8,46.468712,2.223472,0.031916,26.424896
1519.7,47.716797,2.227785,0.031527,26.224556
1519.6,49.28775,2.232299,0.030142,25.992653
1519.5,50.11676,2.238093,0.029152,25.862038
1519.4,50.075287,2.245963,0.030403,25.832199
1519.3,49.683685,2.256829,0.032711,25.871574
1519.2,49.072899,2.279399,0.037066,26.023705
1519.1,48.874245,2.303532,0.0419,26.171528
1519,49.204239,2.31953,0.046043,26.202904
1518.9,50.144066,2.334374,0.053644,26.124393
1518.8,51.049301,2.340439,0.059385,25.968479
1518.7,51.415298,2.335478,0.059562,25.830021
1518.6,51.27626,2.323395,0.056395,25.707943
1518.5,50.494804,2.293969,0.047164,25.535046
1518.4,49.725632,2.261591,0.037838,25.405365
1518.3,49.288773,2.243683,0.03342,25.368149
1518.2,49.193977,2.228571,0.030695,25.376404
1518.1,49.378159,2.218002,0.029193,25.445942
1518,49.536919,2.214679,0.02804,25.547359
1517.9,49.916946,2.214013,0.027602,25.725636
1517.8,50.471313,2.214602,0.027415,25.983631
1517.7,50.759972,2.217298,0.0288,26.202003
1517.6,50.96151,2.222497,0.031154,26.344612
1517.5,50.464806,2.232194,0.036931,26.387753
1517.4,49.365822,2.242941,0.044571,26.322189
1517.3,48.271393,2.246239,0.048097,26.179676
1517.2,47.072807,2.242165,0.048821,25.980247
1517.1,46.166649,2.230422,0.045453,25.842957
1517,46.201355,2.21829,0.040964,25.912792
1516.9,46.836639,2.200387,0.034608,26.139751
1516.8,48.02784,2.181334,0.027882,26.479534
1516.7,48.681229,2.173926,0.025213,26.680038
1516.6,48.899422,2.169734,0.023154,26.853455
1516.5,48.938805,2.168154,0.020537,27.051929
1516.4,48.462257,2.167807,0.017636,27.297516
1516.3,47.846588,2.170016,0.017289,27.427448
1516.2,47.094696,2.178567,0.02034,27.531429
1516.1,46.273331,2.193462,0.027633,27.607517
1516,46.209999,2.203868,0.032237,27.558468
1515.9,46.957703,2.215246,0.037531,27.523857
1515.8,48.548515,2.228168,0.041105,27.456261
1515.7,50.798546,2.244074,0.043349,27.357784
1515.6,52.106224,2.255241,0.044,27.329315
1515.5,53.532333,2.269254,0.043892,27.206924
1515.4,54.912788,2.284347,0.042872,26.990093
1515.3,55.140327,2.287974,0.039887,26.806061
1515.2,54.972961,2.285508,0.034687,26.59782
1515.1,54.243111,2.274576,0.025539,26.423523
1515,53.833122,2.266654,0.02267,26.481678
1514.9,53.313858,2.260979,0.022616,26.517017
1514.8,52.457611,2.256687,0.026088,26.482475
1514.7,51.592789,2.255985,0.033285,26.372444
1514.6,51.473282,2.258585,0.038252,26.245872
1514.5,51.985291,2.262538,0.042312,26.168705
1514.4,52.954918,2.269052,0.047861,26.142853
1514.3,53.394707,2.274233,0.052235,26.19865
1514.2,53.888916,2.275618,0.056264,26.342892
1514.1,54.235069,2.274344,0.0603,26.557323
1514,54.263947,2.267848,0.059422,26.69265
1513.9,54.235657,2.257096,0.055364,26.730556
1513.8,54.188141,2.243093,0.048834,26.752159
1513.7,54.077415,2.229259,0.041641,26.76733
1513.6,54.199951,2.226696,0.042192,26.753845
1513.5,53.965439,2.225239,0.046345,26.860363
1513.4,53.405319,2.219772,0.05,27.040077
1513.3,53.028275,2.210226,0.048803,27.230858
1513.2,53.147758,2.194448,0.045005,27.418076
1513.1,54.143425,2.16799,0.038404,27.630104
1513,55.678963,2.140936,0.032837,27.801575
1512.9,56.981094,2.128356,0.032452,27.809998
1512.8,58.077934,2.121296,0.035929,27.797321
1512.7,58.708786,2.118924,0.04015,27.7812
1512.6,58.31794,2.117875,0.04096,27.767132
1512.5,57.017853,2.116857,0.039256,27.777702
1512.4,55.555145,2.115416,0.035434,27.820194
1512.3,54.643143,2.113025,0.031884,27.811966
1512.2,54.018814,2.111203,0.029735,27.756783
1512.1,53.730461,2.111016,0.029518,27.696255
1512,53.790611,2.110985,0.02994,27.622803
1511.9,53.932037,2.111024,0.03,27.507481
1511.8,53.8564,2.111427,0.03,27.389542
1511.7,53.584885,2.112419,0.03046,27.309311
1511.6,53.094833,2.115923,0.03233,27.302734
1511.5,52.380943,2.12114,0.035168,27.353363
1511.4,51.9188,2.127555,0.037222,27.441216
1511.3,51.855927,2.132087,0.036964,27.542881
1511.2,52.127693,2.133376,0.034274,27.64933
1511.1,52.928482,2.132783,0.02901,27.8097
1511,53.641914,2.131644,0.024151,27.940956
1510.9,53.684082,2.130843,0.021297,28.027897
1510.8,52.670326,2.12886,0.018736,28.115227
1510.7,51.62104,2.126831,0.017265,28.133518
1510.6,50.815353,2.126807,0.018435,28.07246
1510.5,50.236748,2.127604,0.021181,27.926353
1510.4,49.978828,2.129866,0.025602,27.6422
1510.3,49.909248,2.132587,0.029885,27.470612
1510.2,49.99736,2.134301,0.033185,27.432755
1510.1,50.082375,2.134669,0.034736,27.494938
1510,50.14817,2.133821,0.034518,27.599873
1509.9,50.191063,2.132895,0.034089,27.666218
1509.8,50.295021,2.133495,0.032099,27.644478
1509.7,50.622765,2.135042,0.028913,27.579166
1509.6,50.809509,2.136821,0.026782,27.516617
1509.5,50.761147,2.137589,0.024663,27.442493
1509.4,50.373451,2.134908,0.02134,27.368923
1509.3,49.726044,2.131977,0.019329,27.306515
1509.2,49.168396,2.130374,0.019001,27.260731
1509.1,48.466225,2.12822,0.01993,27.22839
1509,47.931297,2.125577,0.020845,27.226154
1508.9,47.807487,2.123488,0.021466,27.279636
1508.8,48.397858,2.122377,0.023307,27.35107
1508.7,49.191994,2.122716,0.025703,27.399502
1508.6,49.657715,2.12432,0.027328,27.418018
1508.5,50.056923,2.124465,0.027938,27.406384
1508.4,49.78405,2.12138,0.027553,27.378384
1508.3,48.628654,2.116066,0.026151,27.36174
1508.2,46.980316,2.110356,0.023765,27.293045
1508.1,43.870659,2.104621,0.021264,27.111534
1508,40.539314,2.099533,0.019656,26.954754
1507.9,38.687035,2.096524,0.018616,26.874233
1507.8,37.638916,2.095555,0.017609,26.823463
1507.7,37.95105,2.096133,0.016609,26.959721
1507.6,39.339523,2.098201,0.016441,27.190784
1507.5,40.8806,2.101606,0.017396,27.355255
1507.4,43.185356,2.106188,0.018804,27.574982
1507.3,45.538811,2.109222,0.019571,27.71677
1507.2,46.528236,2.108804,0.018612,27.719997
1507.1,47.05381,2.107152,0.016846,27.731541
1507,47.184578,2.103652,0.014231,27.75
1506.9,46.764725,2.100703,0.011827,27.785011
1506.8,46.116608,2.097957,0.008831,27.863514
1506.7,44.805428,2.093804,0.005078,27.945068
1506.6,42.891212,2.091795,0.00162,27.993561
1506.5,41.713531,2.094059,0.001054,27.860889
1506.4,40.763367,2.098352,0.002161,27.505245
1506.3,40.091438,2.104906,0.005163,27.049236
1506.2,39.86348,2.110476,0.008757,26.802639
1506.1,39.805237,2.12072,0.015597,26.662216
1506,39.876831,2.136505,0.026017,26.684402
1505.9,40.078476,2.146634,0.033324,26.781712
1505.8,40.300072,2.15501,0.038959,26.814335
1505.7,40.734833,2.160926,0.043767,26.749355
1505.6,41.494484,2.164247,0.046965,26.557884
1505.5,41.948502,2.162858,0.046326,26.360561
1505.4,42.242371,2.157502,0.04265,26.213081
1505.3,42.364037,2.147106,0.035028,26.189774
1505.2,42.441643,2.139874,0.029558,26.361996
1505.1,42.425278,2.133603,0.022376,26.658424
1505,42.793022,2.130588,0.015214,27.068645
1504.9,43.269073,2.132095,0.013266,27.225151
1504.8,43.841217,2.13386,0.011684,27.327358
1504.7,44.851753,2.136459,0.011361,27.340454
1504.6,45.912971,2.139174,0.012,27.199013
1504.5,46.159096,2.139561,0.012031,27.008171
1504.4,46.144127,2.14031,0.012414,26.804783
1504.3,45.715019,2.142929,0.013747,26.649837
1504.2,45.33567,2.14743,0.015531,26.620083
1504.1,45.32444,2.156347,0.018257,26.628441
1504,45.736359,2.170259,0.023518,26.599937
1503.9,46.338646,2.180323,0.026741,26.589722
1503.8,46.991913,2.188415,0.027997,26.586689
1503.7,48.003159,2.196104,0.027952,26.528362
1503.6,49.119255,2.200538,0.027256,26.500393
1503.5,49.412094,2.198667,0.026425,26.497566
1503.4,49.59819,2.195196,0.028124,26.459991
1503.3,49.524094,2.187111,0.029227,26.459717
1503.2,49.358841,2.178738,0.027187,26.447655
1503.1,49.181877,2.168078,0.024032,26.394569
1503,48.651512,2.153335,0.019064,26.363228
1502.9,47.941734,2.140218,0.016,26.435596
1502.8,47.700554,2.136516,0.016,26.525459
1502.7,48.023499,2.134428,0.016404,26.736385
1502.6,48.77108,2.132914,0.016177,27.049118
1502.5,49.551392,2.131835,0.014232,27.260677
1502.4,50.284363,2.131933,0.013057,27.484837
1502.3,50.920647,2.133517,0.012581,27.736122
1502.2,51.282303,2.135538,0.011613,27.876282
1502.1,51.077126,2.13731,0.011914,27.858116
1502,50.868523,2.140154,0.013354,27.684994
1501.9,50.937027,2.142954,0.014389,27.419125
1501.8,51.303253,2.145014,0.015385,27.243725
1501.7,52.458275,2.148345,0.016827,26.985867
1501.6,53.885262,2.150948,0.018331,26.743168
1501.5,54.715767,2.152143,0.01984,26.607914
1501.4,55.467819,2.153576,0.021771,26.448498
1501.3,56.631943,2.15416,0.023786,26.08839
1501.2,57.627571,2.155411,0.025323,25.69849
1501.1,58.288223,2.157936,0.026856,25.464306
1501,58.836227,2.16215,0.027848,25.377876
1500.9,58.789558,2.168561,0.029403,25.447948
1500.8,58.45446,2.17475,0.030754,25.617111
1500.7,58.22258,2.180637,0.031468,25.849472
1500.6,58.211937,2.191035,0.03144,26.171219
1500.5,58.282623,2.201079,0.030606,26.423824
1500.4,58.442223,2.20831,0.030559,26.50985
1500.3,58.333862,2.217124,0.032344,26.50565
1500.2,57.659462,2.22397,0.035187,26.507217
1500.1,56.562027,2.226718,0.037701,26.560638
1500,54.759293,2.224754,0.039302,26.804527
1499.9,52.902542,2.21845,0.03991,27.10635
1499.8,51.753983,2.209755,0.04,27.333515
1499.7,51.065224,2.200278,0.040484,27.535007
1499.6,50.082298,2.18336,0.038993,27.6269
1499.5,49.092094,2.167225,0.035927,27.54644
1499.4,48.275558,2.155526,0.031848,27.364506
1499.3,47.295372,2.144457,0.026565,27.028431
1499.2,46.46682,2.137559,0.022574,26.759415
1499.1,45.954178,2.135909,0.020701,26.692051
1499,45.876526,2.139022,0.019143,26.768185
1498.9,46.021744,2.144557,0.018649,26.86565
1498.8,46.280121,2.150365,0.019388,26.933262
1498.7,46.748123,2.158187,0.021323,27.007214
1498.6,47.574356,2.175545,0.027509,27.010071
1498.5,48.630928,2.193865,0.034577,26.934742
1498.4,49.727379,2.206196,0.039016,26.858929
1498.3,51.586411,2.216453,0.040778,26.768093
1498.2,53.423538,2.22343,0.040999,26.680485
1498.1,54.861023,2.225995,0.041,26.644005
1498,56.421974,2.227145,0.040547,26.626442
1497.9,58.281616,2.22657,0.039616,26.611858
1497.8,59.965775,2.222241,0.036802,26.582916
1497.7,61.084846,2.216182,0.032492,26.55323
1497.6,61.737724,2.208632,0.028007,26.457901
1497.5,61.75779,2.20322,0.025234,26.283398
1497.4,61.438377,2.202083,0.025435,26.183201
1497.3,60.57373,2.203249,0.026817,26.122662
1497.2,59.792953,2.207471,0.028354,26.085709
1497.1,60.086021,2.212622,0.028558,26.173439
1497,60.983421,2.220035,0.028441,26.338177
1496.9,62.90464,2.235219,0.032255,26.537601
1496.8,65.29335,2.25244,0.037675,26.719799
1496.7,66.648102,2.262848,0.041403,26.759438
1496.6,67.59996,2.270697,0.0458,26.604004
1496.5,68.084579,2.270575,0.046615,26.323845
1496.4,67.707214,2.264781,0.045995,26.214989
1496.3,67.27919,2.257514,0.045675,26.116791
1496.2,66.632248,2.252147,0.047322,26.110672
1496.1,65.477997,2.252504,0.052579,26.3009
1496,64.595413,2.255825,0.056977,26.475677
1495.9,63.825165,2.262392,0.0631,26.585896
1495.8,62.565331,2.271928,0.070395,26.684547
1495.7,61.388054,2.282413,0.077287,26.762196
1495.6,60.093254,2.30113,0.088108,26.797348
1495.5,58.333313,2.324881,0.100722,26.905361
1495.4,57.804161,2.33871,0.106825,27.002682
1495.3,57.80146,2.349434,0.110322,27.0396
1495.2,58.705391,2.357028,0.110584,27.174171
1495.1,60.374275,2.362949,0.109181,27.332043
1495,61.567863,2.362474,0.106347,27.348557
1494.9,62.37487,2.354404,0.098556,27.358547
1494.8,62.130997,2.335987,0.082499,27.300125
1494.7,61.459457,2.316803,0.068179,27.29678
1494.6,60.605316,2.292792,0.052035,27.266098
1494.5,59.549324,2.267962,0.035801,27.18766
1494.4,59.752747,2.257607,0.031309,27.14291
1494.3,60.229813,2.251107,0.030226,27.150738
1494.2,61.344139,2.247439,0.032352,27.200279
1494.1,63.785507,2.245165,0.038385,27.187283
1494,66.67009,2.247756,0.045587,27.182098
1493.9,71.140823,2.253512,0.057624,27.169201
1493.8,77.185745,2.261983,0.074583,27.317299
1493.7,81.120956,2.268703,0.08621,27.627537
1493.6,84.853851,2.270531,0.096095,28.610054
1493.5,88.640244,2.26526,0.100743,30.542191
1493.4,90.131851,2.255883,0.096681,32.195419
1493.3,90.705154,2.245001,0.091019,33.861679
1493.2,91.40831,2.235207,0.084976,36.01181
1493.1,92.144379,2.227278,0.078868,37.950851
1493,92.317093,2.226816,0.077,38.583649
1492.9,91.898926,2.229768,0.077017,38.553596
1492.8,90.323746,2.234103,0.077423,37.502251
1492.7,88.980026,2.23919,0.07952,36.48542
1492.6,87.49292,2.244863,0.082,35.425766
1492.5,85.434479,2.25045,0.08315,34.466797
1492.4,82.968872,2.257174,0.085784,33.795792
1492.3,82.105606,2.259189,0.086997,34.253525
1492.2,81.927582,2.261094,0.088603,35.348213
1492.1,82.383133,2.264055,0.090119,36.589478
1492,82.994492,2.267228,0.089439,37.194199
1491.9,83.327621,2.274718,0.089972,36.894981
1491.8,83.313843,2.283805,0.092079,35.810661
1491.7,83.123398,2.291368,0.097761,34.793434
1491.6,82.74826,2.298507,0.104746,33.58046
1491.5,82.553207,2.309342,0.116469,31.980999
1491.4,82.990204,2.317716,0.127824,30.514767
1491.3,83.853546,2.316936,0.131681,29.850719
1491.2,84.887039,2.309867,0.131127,29.3489
1491.1,85.169296,2.301257,0.128341,29.139015
1491,84.248764,2.299877,0.127121,29.331009
1490.9,81.492813,2.309456,0.127,29.610023
1490.8,78.016098,2.323082,0.126539,29.852047
1490.7,75.159744,2.332471,0.122871,29.902767
1490.6,72.73407,2.337158,0.116294,29.817482
1490.5,70.619858,2.336736,0.109243,29.780983
1490.4,69.875229,2.333632,0.105524,29.8993
1490.3,70.559555,2.328258,0.105941,30.532333
1490.2,72.399597,2.310759,0.104925,32.181244
1490.1,74.301025,2.288303,0.100475,33.804626
1490,75.566467,2.268548,0.09417,34.743729
1489.9,76.633148,2.251313,0.087769,35.035492
1489.8,78.340225,2.238635,0.082171,34.538895
1489.7,80.39978,2.233795,0.078969,33.821495
1489.6,82.245819,2.235082,0.07761,33.35392
1489.5,84.344421,2.240517,0.07901,33.263725
1489.4,85.669449,2.246452,0.082576,33.561012
1489.3,85.597458,2.248856,0.084642,34.09729
1489.2,83.586899,2.248561,0.086926,34.528
1489.1,81.348312,2.245704,0.088639,34.53093
1489,79.952393,2.241075,0.089954,34.067039
1488.9,79.246964,2.240144,0.095638,33.248619
1488.8,80.45816,2.241183,0.103919,32.028862
1488.7,82.779297,2.240305,0.107803,31.048759
1488.6,85.020035,2.238253,0.105673,30.586468
1488.5,87.170959,2.235022,0.095315,30.426067
1488.4,88.122375,2.237148,0.086504,30.534748
1488.3,87.749084,2.248429,0.085132,30.765511
1488.2,86.178497,2.2721,0.087737,30.925716
1488.1,84.384018,2.291883,0.087319,30.940308
1488,83.135178,2.299546,0.081661,30.725269
1487.9,82.299622,2.301961,0.073921,30.318344
1487.8,81.664871,2.304096,0.065866,29.883999
1487.7,81.296188,2.307596,0.061565,29.764366
1487.6,81.298157,2.311096,0.061914,30.013859
1487.5,82.080032,2.314419,0.063331,30.671947
1487.4,83.488983,2.315147,0.062576,31.591488
1487.3,85.0746,2.312573,0.06028,32.401123
1487.2,87.421646,2.307815,0.057341,32.822868
1487.1,89.396271,2.303461,0.055207,32.826706
1487,89.870789,2.302095,0.054559,32.540298
1486.9,89.856598,2.303082,0.054911,32.221581
1486.8,89.207275,2.308018,0.059754,32.107422
1486.7,88.407089,2.313124,0.0664,32.268013
1486.6,88.387909,2.312906,0.070576,32.745537
1486.5,88.494781,2.3045,0.07539,33.49015
1486.4,88.418381,2.290379,0.079686,34.225693
1486.3,88.104187,2.278511,0.081762,34.617142
1486.2,87.40361,2.265622,0.082977,34.815445
1486.1,85.519958,2.250398,0.0822,34.86599
1486,83.17688,2.235152,0.078692,35.037682
1485.9,82.154648,2.227847,0.073082,35.726807
1485.8,81.371368,2.228951,0.068848,37.148933
1485.7,81.116165,2.236423,0.06701,38.708008
1485.6,81.441757,2.244788,0.067397,39.155373
1485.5,82.38475,2.254739,0.068381,38.780907
1485.4,84.146011,2.262682,0.069037,37.443481
1485.3,85.585388,2.266065,0.069862,36.441963
1485.2,87.135742,2.270452,0.073529,35.754913
1485.1,89.083572,2.27835,0.08293,35.214104
1485,91.127106,2.287718,0.093733,34.942421
1484.9,92.091202,2.286183,0.094911,34.784683
1484.8,92.313217,2.278472,0.093878,34.455986
1484.7,91.4039,2.268947,0.09173,33.714386
1484.6,90.49794,2.265031,0.092199,33.133736
1484.5,89.248352,2.264515,0.095396,32.632629
1484.4,88.253769,2.2639,0.097688,32.084984
1484.3,87.780075,2.260011,0.097429,31.511044
1484.2,87.877609,2.261824,0.098853,31.373409
1484.1,88.474976,2.270242,0.101433,31.333809
1484,89.352982,2.283448,0.10428,31.673637
1483.9,89.83226,2.291974,0.104318,32.159531
1483.8,89.84288,2.302288,0.103609,32.719566
1483.7,89.553528,2.31859,0.106618,33.470924
1483.6,88.825012,2.330383,0.112493,33.380013
1483.5,87.869751,2.338749,0.1161,33.116226
1483.4,86.924011,2.344411,0.11839,32.72953
1483.3,85.996552,2.346219,0.119448,32.216637
1483.2,85.839722,2.34717,0.121343,32.431396
1483.1,86.276398,2.349336,0.125903,33.241623
1483,87.488907,2.350327,0.130583,34.480843
1482.9,88.651535,2.346428,0.129003,35.380463
1482.8,89.861053,2.340943,0.124459,36.482224
1482.7,91.351227,2.329582,0.116004,37.325905
1482.6,91.7285,2.318902,0.109779,37.451653
1482.5,91.652893,2.307981,0.105697,37.291733
1482.4,91.335251,2.290978,0.099787,36.913116
1482.3,90.250366,2.274878,0.096803,36.288101
1482.2,89.418884,2.269607,0.099286,35.746819
1482.1,88.254776,2.266111,0.107659,34.933327
1482,86.665131,2.265497,0.121557,33.92025
1481.9,85.728195,2.267632,0.132435,33.490219
1481.8,84.524353,2.276037,0.14991,32.979279
1481.7,83.170731,2.286189,0.167631,32.364288
1481.6,82.865204,2.291333,0.177109,32.057373
1481.5,82.963821,2.290604,0.181476,31.896492
1481.4,83.767029,2.278225,0.176071,31.887432
1481.3,84.76976,2.261955,0.165973,32.120766
1481.2,85.212143,2.250046,0.156174,32.357742
1481.1,84.915268,2.230968,0.13659,32.715431
1481,84.088058,2.212425,0.11594,33.262581
1480.9,83.514267,2.204351,0.10475,34.067879
1480.8,82.651138,2.199706,0.095929,34.904572
1480.7,81.394806,2.196157,0.091428,36.042717
1480.6,80.231903,2.190426,0.089227,37.158707
1480.5,79.34256,2.183938,0.087212,37.500595
1480.4,78.806824,2.173855,0.082966,37.205544
1480.3,78.986938,2.166056,0.07949,36.942772
1480.2,79.903015,2.163406,0.079001,37.145164
1480.1,82.044327,2.163786,0.079924,37.533661
1480,84.492798,2.169909,0.082252,38.312988
1479.9,85.887238,2.178668,0.083773,38.936974
1479.8,86.575302,2.18773,0.084467,38.673241
1479.7,86.953461,2.195323,0.083968,37.323311
1479.6,86.848312,2.194316,0.081276,35.778732
1479.5,87.022736,2.185553,0.077921,34.713196
1479.3999,88.388443,2.168169,0.074336,34.252808
1479.2999,90.556366,2.151342,0.072341,34.630066
1479.1999,93.033173,2.139444,0.072001,35.46196
1479.0999,96.365067,2.122051,0.070575,36.849319
1478.9999,99.128311,2.10744,0.069277,37.913292
1478.8999,100.837326,2.102067,0.069482,38.280273
1478.7999,102.242783,2.103719,0.070866,38.186989
1478.6999,102.634918,2.113418,0.075169,37.98571
1478.5999,102.366638,2.122041,0.078846,37.900955
1478.4999,101.304779,2.125213,0.079911,37.659348
1478.3999,98.313309,2.122069,0.076642,37.208794
1478.2999,95.235428,2.115804,0.071202,36.873329
1478.1999,93.156845,2.108913,0.066511,36.690971
1478.0999,92.056396,2.094578,0.059542,36.959259
1477.9999,92.114258,2.080124,0.053439,37.514191
1477.8999,93.421173,2.070977,0.050317,37.997078
1477.7999,95.567566,2.06423,0.048215,38.66156
1477.6999,100.863495,2.055561,0.044331,39.811958
1477.5999,107.162643,2.047811,0.041485,40.982094
1477.4999,112.159912,2.042953,0.040524,42.065193
1477.3999,117.416855,2.038458,0.041012,43.968117
1477.2999,120.679352,2.03634,0.04278,45.776321
1477.1999,120.542664,2.037804,0.044774,46.581863
1477.0999,118.310471,2.040653,0.04677,46.561287
1476.9999,112.710571,2.045977,0.047866,45.111542
1476.8999,106.853775,2.052253,0.048,43.084106
1476.7999,103.406525,2.057204,0.047552,41.323814
1476.6999,99.911545,2.064712,0.046605,38.963745
1476.5999,96.687332,2.071985,0.047391,36.943222
1476.4999,94.481125,2.075423,0.051487,35.88102
1476.3999,92.38884,2.074725,0.056022,35.23439
1476.2999,90.554047,2.062449,0.059568,35.486702
1476.1999,89.742737,2.04472,0.062706,36.495728
1476.0999,90.300873,2.030623,0.063935,37.504471
1475.9999,93.118652,2.011097,0.068552,39.042809
1475.8999,97.327011,1.993881,0.078073,40.749733
1475.7999,100.005417,1.98695,0.084078,41.321068
1475.6999,102.553696,1.980481,0.085158,41.995003
1475.5999,104.841339,1.979179,0.08604,42.85331
1475.4999,105.639938,1.986398,0.093,43.163986
1475.3999,106.383621,1.996293,0.103988,42.822227
1475.2999,107.88913,2.017499,0.124719,41.567688
1475.1999,109.795105,2.044115,0.149166,39.637718
1475.0999,110.961075,2.05509,0.158123,38.188431
1474.9999,112.060806,2.062656,0.167981,37.668129
1474.8999,112.79129,2.069996,0.183187,38.155434
1474.7999,111.926437,2.073135,0.193107,40.107826
1474.6999,110.173279,2.07548,0.200195,43.837807
1474.5999,108.166931,2.077765,0.203196,47.910843
1474.4999,106.959641,2.076757,0.200883,49.918114
1474.3999,106.163254,2.075336,0.19876,50.543762
1474.2999,105.109772,2.075058,0.199384,49.392006
1474.1999,103.350113,2.073791,0.201093,47.268723
1474.0999,101.994156,2.067736,0.197054,45.677055
1473.9999,99.789291,2.054634,0.184725,44.791718
1473.8999,97.136444,2.039251,0.165948,44.967285
1473.7999,95.556854,2.039459,0.159182,46.115875
1473.6999,94.364899,2.046688,0.155087,47.585175
1473.5999,93.507965,2.06247,0.15145,48.235123
1473.4999,92.342361,2.082001,0.142852,48.487419
1473.3999,92.012634,2.082814,0.128608,47.213722
1473.2999,90.952927,2.075484,0.109197,44.758064
1473.1999,89.418549,2.05775,0.085904,40.856232
1473.0999,89.167511,2.041681,0.077303,38.486748
1472.9999,90.15242,2.023027,0.075163,35.947426
1472.8999,93.117554,1.999388,0.078367,33.559311
1472.7999,96.339493,1.981543,0.083397,33.638763
1472.6999,100.764755,1.965231,0.094224,34.57164
1472.5999,107.145859,1.950431,0.11314,37.118553
1472.4999,114.944061,1.938377,0.134575,40.650742
