,Unnamed: 0,well,sample_number,depth,strat_unit,strat_unit_Heederik1988,clay_percentage,0-2_micron,2-4_micron,4-8_micron,8-16_micron,16-25_micron,25-35_micron,35-50_micron,50-63_micron,63-75_micron,75-88_micron,88-105_micron,105-125_micron,125-150_micron,150-177_micron,177-210_micron,210-250_micron,250-300_micron,300-354_micron,354-420_micron,420-500_micron,500-600_micron,600-707_micron,707-850_micron,850-1000_micron,1000-1190_micron,1190-1410_micron,1410-1680_micron,1680-2000_micron,clay_fraction,phi_mean,phi_std,median_grain_size_mu,median_grain_size,kh_nitrogen_mDarcy,kv_nitrogen_mDarcy,helium_porosity,grain_density,porosity,kh,permeability_measured,depth_log,GR,RHOB,DRHO,NPHI,kaolinite_fraction,illite_fraction,smectite_fraction,mixed_layer_fraction,chlorite_fraction,note,specific_surface_granular_fraction,ln_grainsize_mean,ln_grainsize_std,log10_grainsize_mean,log10_grainsize_std,median_grainsize,k_kaolinite,k_illite,k_smectite,k_clay,k_granular,power_mean_exponent,k_calculated
32,32,AST-02,113,1229.1,NMVFV,Zand van Voort,6.7,6.7,8.5,11.4,11.0,7.7,5.4,5.9,7.4,11.7,11.4,7.6,3.8,0.4,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.2,0.1,0.0,0.0,0.0,0.067,,,69.0,6.9e-05,19.0,,30.0,2.63,0.3,1.87515427e-14,1.87515427e-14,1229.1,61.175339,,,,0.15,0.5,0.35,,,clay composition estimated,156.29854861529404,-10.52976909811108,1.2338021006401436,-4.573020615025023,1.2338021006401436,3.722576102451917e-05,4.584119911049816e-21,1.2464841743261356e-23,4.21324464469321e-25,9.23948185666498e-24,9.413569768768668e-14,0.0,2.010070060471617e-14
33,33,AST-02,114,1229.6,NMVFV,Zand van Voort,5.8,5.8,10.5,12.1,12.2,8.7,5.3,4.6,3.5,11.2,12.8,8.5,4.1,0.4,0.1,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058,,,81.0,8.1e-05,7.52,,30.4,2.61,0.304,7.421663216e-15,7.421663216e-15,1229.6,61.65078000000001,,,,0.15,0.5,0.35,,,clay composition estimated,175.5116941467307,-10.662334858838566,1.2575136345096802,-4.630593193398276,1.2575136345096802,2.8508811722971972e-05,2.6307616910725725e-21,7.189974667580442e-24,2.6500520273730626e-25,5.4892744706926196e-24,7.973513471416324e-14,0.0,2.0523239570100554e-14
34,34,AST-02,115,1230.1,NMVFV,Zand van Voort,5.7,5.7,8.6,10.9,10.4,7.8,5.5,6.3,6.3,11.1,12.5,8.9,4.7,0.5,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.057,,,81.0,8.1e-05,7.25,,31.2,2.61,0.312,7.155193925000001e-15,7.155193925000001e-15,1230.1,71.933914,,,,0.15,0.5,0.35,,,clay composition estimated,154.5930253504592,-10.434553635820023,1.2176258068431165,-4.53166906516015,1.2176258068431165,4.2918708856003854e-05,2.4612459425992792e-21,6.730797704399541e-24,2.506703589162601e-25,5.156945776215598e-24,1.1707069840004168e-13,0.0,3.007135775914858e-14
35,35,AST-02,116,1230.6,NMVFV,Zand van Voort,5.1,5.1,8.9,11.4,11.1,8.5,5.7,6.1,6.1,12.7,12.5,7.9,3.3,0.3,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051,,,81.0,8.1e-05,7.33,,31.7,2.62,0.317,7.234147789e-15,7.234147789e-15,1230.6,71.54316700000003,,,,0.15,0.5,0.35,,,clay composition estimated,160.7402944855636,-10.548492658009117,1.2213150125964192,-4.581152153770325,1.2213150125964192,4.164948428050301e-05,1.61010949256101e-21,4.420380182357368e-24,1.7588421843715041e-25,3.464076934546595e-24,1.1736250217127446e-13,0.0,3.408021506222876e-14
36,36,AST-02,117,1231.1,NMVFV,Zand van Voort,9.4,9.4,8.6,12.7,12.0,8.0,5.0,5.2,4.8,13.4,11.4,6.3,2.5,0.2,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.094,,,69.0,6.9e-05,26.4,,32.9,2.62,0.329,2.605477512e-14,2.605477512e-14,1231.1,64.14825400000001,,,,0.15,0.5,0.35,,,clay composition estimated,162.3926964001205,-10.65974574351378,1.3106024592873196,-4.629468754899711,1.3106024592873196,3.364963009514515e-05,1.7301428963767046e-20,4.647452414362648e-23,1.2770926044649352e-24,3.2099451275797826e-23,1.3911132689481613e-13,0.0,1.7278148167113003e-14
37,37,AST-02,119,1232.1,NMVFV,Zand van Voort,9.5,9.5,8.2,12.1,11.5,8.0,5.4,5.8,5.1,13.5,10.9,6.3,3.0,0.3,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.095,,,69.0,6.9e-05,,,,,,,,1232.1,58.807922,,,,0.15,0.5,0.35,,,clay composition estimated,156.90992604599086,-10.507604716188391,1.118853819410114,-4.563394746261202,1.118853819410114,4.251928606035626e-05,1.8046860612420942e-20,4.845810043272341e-23,1.3228723333092912e-24,3.3394482612330627e-23,,0.0,
38,38,AST-02,124,1234.7,NMVFV,Zand van Voort,6.6,6.6,9.7,13.6,12.3,7.9,4.8,4.7,3.3,10.6,10.6,9.2,5.9,0.5,0.1,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.066,,,6.0,6e-06,6.51,,29.3,2.6,0.293,6.424870683000001e-15,6.424870683000001e-15,1234.7,58.380898,,,,0.15,0.5,0.35,,,clay composition estimated,173.76623591380292,-10.595343411867587,1.253574609559924,-4.601499177644069,1.253574609559924,2.512333792996868e-05,4.325171700093535e-21,1.1767008939198666e-23,4.013586884649753e-25,8.749232926617944e-24,6.778769284031224e-14,0.0,1.5082207629424187e-14
39,39,AST-02,66,1510.9,NMRFS,Zand van Berg,0.9,0.9,1.9,2.4,1.9,0.8,0.5,0.5,0.3,4.9,10.7,24.3,30.6,9.8,8.1,1.2,0.3,0.3,0.3,0.0,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.009000000000000001,3.437,0.856,115.0,0.000115,1150.0,,34.9,2.64,0.349,1.134961795e-12,1.134961795e-12,1510.9,53.684082,2.130843,0.021297,28.027897,0.15,0.5,0.35,,,clay composition estimated,47.89791713480351,-9.283613855162418,0.7948624603417285,-4.031822269417614,0.7948624603417285,0.00012092422425730078,2.629130940482188e-24,7.656210236571374e-27,8.284349389251575e-28,8.440519937151968e-27,2.1801413533359306e-12,0.0,1.6172442424986566e-12
40,40,AST-02,38,1247.35,NMVFV,Zand van Voort,10.5,10.5,2.7,3.8,4.3,3.9,3.0,4.8,4.9,0.4,0.7,1.0,1.8,3.5,4.0,13.5,13.1,12.3,11.4,0.2,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.105,3.58,1.83,192.0,0.000192,101.0,,31.2,2.6,0.312,9.96792533e-14,9.96792533e-14,1247.3,66.13401800000001,,,,0.15,0.5,0.35,,,clay composition estimated,60.65948694950357,-9.181331238108037,1.3482490972132648,-3.987401493236273,1.3482490972132648,0.00019488201926758358,2.6959400608947414e-20,7.212304065105001e-23,1.8494912950646532e-24,4.865324941224581e-23,7.603797391303153e-13,0.0,6.466496908618293e-14
41,41,AST-02,39,1502.8,NMRFS,Zand van Berg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,638.0,,35.6,2.67,0.35600000000000004,6.296570654e-13,6.296570654e-13,1502.8,47.700554,2.136516,0.016,26.525459,0.0,0.3,0.65,0.05,0.0,clay composition data available,,,,,,,,,,,,0.0,
42,42,AST-02,40,1503.1,NMRFS,Zand van Berg,1.8,1.8,2.8,3.4,3.0,1.6,1.1,1.0,0.6,6.3,12.4,22.6,35.6,5.9,1.3,0.2,0.1,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018000000000000002,3.68,0.97,115.0,0.000115,1350.0,,36.8,2.66,0.368,1.332346455e-12,1.332346455e-12,1503.1,49.181877,2.168078,0.024032,26.394569,0.15,0.5,0.35,,,clay composition estimated,62.02504850556004,-9.516149620749212,0.8374608163972218,-4.132811269257107,0.8374608163972218,8.951545646680145e-05,3.3165757908149075e-23,9.43584110787809e-26,6.877131327545546e-27,9.090470456759721e-26,1.732692466230432e-12,0.0,9.99261269337741e-13
43,43,AST-02,41,1503.4,NMRFS,Zand van Berg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,998.0,,34.1,2.67,0.341,9.849494534e-13,9.849494534e-13,1503.4,49.59819,2.195196,0.028124,26.459991,0.15,0.5,0.35,,,clay composition estimated,,,,,,,,,,,,0.0,
44,44,AST-02,42,1503.7,NMRFS,Zand van Berg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,622.0,,33.5,2.66,0.335,6.138662926e-13,6.138662926e-13,1503.7,48.003159,2.196104,0.027952,26.528362,0.15,0.5,0.35,,,clay composition estimated,,,,,,,,,,,,0.0,
45,45,AST-02,43,1504.0,NMRFS,Zand van Berg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,884.0,,35.6,2.67,0.35600000000000004,8.724401972e-13,8.724401972e-13,1504.0,45.736359,2.170259,0.023518,26.599937,0.15,0.5,0.35,,,clay composition estimated,,,,,,,,,,,,0.0,
46,46,AST-02,44,1504.3,NMRFS,Zand van Berg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307.0,,30.1,2.63,0.301,3.029854531e-13,3.029854531e-13,1504.3,45.715019,2.142929,0.013747,26.649837,0.15,0.5,0.35,,,clay composition estimated,,,,,,,,,,,,0.0,
47,47,AST-02,45,1504.6,NMRFS,Zand van Berg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,960.0,,36.3,2.66,0.363,9.47446368e-13,9.47446368e-13,1504.6,45.912971,2.139174,0.012,27.199013,0.15,0.5,0.35,,,clay composition estimated,,,,,,,,,,,,0.0,
48,48,AST-02,46,1504.9,NMRFS,Zand van Berg,5.9,5.9,4.2,4.6,3.5,2.0,1.3,1.4,2.4,7.8,18.6,24.9,20.6,2.0,0.4,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.059,4.02,1.11,96.0,9.6e-05,244.0,,31.4,2.69,0.314,2.408092852e-13,2.408092852e-13,1504.9,43.269073,2.132095,0.013266,27.225151,0.15,0.5,0.35,,,clay composition estimated,78.60420040384966,-9.684905298715648,1.010107779536731,-4.20610092898777,1.010107779536731,9.992667091295934e-05,2.8089480676828692e-21,7.672345502734854e-24,2.799098406050399e-25,5.837165283553995e-24,4.67684347056533e-13,0.0,1.0632405586128866e-13
49,49,AST-02,47,1502.2,NMRFS,Zand van Berg,2.1,2.1,1.9,2.9,2.3,1.6,1.2,1.5,2.8,7.3,21.1,29.7,22.4,2.2,0.6,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021,3.8,0.95,96.0,9.6e-05,2520.0,,37.6,2.66,0.376,2.487046716e-12,2.487046716e-12,1502.2,51.28230300000001,2.135538,0.011613,27.876282,0.0,0.3,0.65,0.05,0.0,clay composition data available,54.33445901864243,-9.529391934358877,0.7652677973209828,-4.138562332985415,0.7652677973209828,9.72551691303688e-05,5.849686010901343e-23,1.6556167498564712e-25,1.104506088019605e-26,4.940230556644345e-25,2.543608862524179e-12,0.0,1.375639267254929e-12
50,50,AST-02,48,1505.5,NMRFS,Zand van Berg,1.9,1.9,2.5,3.3,2.3,1.4,0.8,1.1,2.4,6.2,19.4,28.7,25.4,3.4,0.8,0.2,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019,3.76,0.95,96.0,9.6e-05,516.0,,32.5,2.67,0.325,5.092524228e-13,5.092524228e-13,1505.5,41.94850200000001,2.1628580000000004,0.046326,26.360561,0.15,0.5,0.35,,,clay composition estimated,59.227579842758324,-9.503769443562225,0.8320784353652209,-4.127434626619813,0.8320784353652209,9.927214181830628e-05,4.046157104193832e-23,1.1490537181472338e-25,8.119052158342068e-27,1.0953513388365947e-25,9.818619100963673e-13,0.0,5.571254143852706e-13
51,51,AST-02,49,1505.8,NMRFS,Zand van Berg,1.4,1.4,2.5,3.0,2.5,1.2,0.7,0.9,1.2,6.4,20.4,29.3,26.0,3.5,0.8,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014,3.7,0.89,96.0,9.6e-05,1370.0,,36.7,2.66,0.3670000000000001,1.352084921e-12,1.352084921e-12,1505.8,40.300072,2.15501,0.038959,26.814335,0.15,0.5,0.35,,,clay composition estimated,58.18633320605341,-9.488233965223193,0.8004295671355478,-4.120687654103444,0.8004295671355478,9.131978359118732e-05,1.3193425332374294e-23,3.785515977562922e-26,3.185373282062807e-27,3.830207416407032e-26,1.939614309391258e-12,0.0,1.2469598674289022e-12
52,52,AST-02,50,1506.1,NMRFS,Zand van Berg,1.4,1.4,2.0,3.1,2.6,1.7,1.0,1.6,1.4,7.8,19.1,28.1,23.1,2.7,0.7,0.2,0.4,0.6,1.1,0.7,0.2,0.3,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.014,3.69,1.01,96.0,9.6e-05,748.0,,34.1,2.66,0.341,7.382186284000002e-13,7.382186284000002e-13,1506.1,39.805237,2.12072,0.015597,26.662216,0.15,0.5,0.35,,,clay composition estimated,55.54988433911337,-9.478131661767991,0.7894343152804101,-4.116300279458338,0.7894343152804101,9.66512508155308e-05,1.3193425332374294e-23,3.785515977562922e-26,3.185373282062807e-27,3.830207416407032e-26,1.4333430499854805e-12,0.0,9.253933089859001e-13
53,53,AST-02,51,1506.4,NMRFS,Zand van Berg,1.7,1.7,2.7,3.8,2.8,1.5,0.8,1.3,0.7,6.2,15.3,31.3,25.7,2.9,1.0,0.2,0.3,0.4,0.5,0.5,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017,3.7,0.99,96.0,9.6e-05,793.0,,35.3,2.67,0.353,7.826301769e-13,7.826301769e-13,1506.4,40.763367,2.098352,0.002161,27.505245,0.15,0.5,0.35,,,clay composition estimated,62.706033279238774,-9.539439642971647,0.8874659946244318,-4.142925997391714,0.8874659946244318,9.280957904653022e-05,2.6883944443373006e-23,7.66339611588594e-26,5.771182818822111e-27,7.465815907611774e-26,1.3520539281398364e-12,0.0,8.046544728027154e-13
54,54,AST-02,52,1506.7,NMRFS,Zand van Berg,1.1,1.1,1.3,2.4,1.9,1.3,0.8,1.4,1.7,5.2,15.6,32.1,29.0,3.2,1.3,0.2,0.2,0.3,0.4,0.3,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.011,3.61,0.89,96.0,9.6e-05,1270.0,,35.6,2.66,0.35600000000000004,1.253392591e-12,1.253392591e-12,1506.7,44.805428000000006,2.093804,0.005078,27.945068,0.15,0.5,0.35,,,clay composition estimated,46.03326638745718,-9.392659216645256,0.6796834965811066,-4.079180068186754,0.6796834965811066,9.210708186152299e-05,5.4644954672212354e-24,1.5806417948395457e-26,1.5259674756928966e-27,1.676062032286102e-26,2.6257578608554687e-12,0.0,1.8327788473127482e-12
55,55,AST-02,53,1507.0,NMRFS,Zand van Berg,1.3,1.3,2.0,3.3,2.5,1.5,0.7,1.3,0.8,4.6,13.1,32.7,30.5,3.4,1.6,0.2,0.1,0.1,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013,3.65,0.91,96.0,9.6e-05,1550.0,,38.1,2.65,0.381,1.529731115e-12,1.529731115e-12,1507.0,47.184578,2.103652,0.014231,27.75,0.15,0.5,0.35,,,clay composition estimated,55.12980617440557,-9.482638409515094,0.8073684848353812,-4.118257535136234,0.8073684848353812,9.093530368852422e-05,1.0059977319052697e-23,2.893650572486677e-26,2.5400323436069468e-27,2.970341134813373e-26,2.6604939628866047e-12,0.0,1.7522023176692383e-12
56,56,AST-02,54,1507.3,NMRFS,Zand van Berg,1.8,1.8,1.9,3.6,3.0,1.9,1.2,1.4,0.4,5.5,18.4,32.7,24.1,2.0,1.2,0.3,0.1,0.1,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018000000000000002,3.74,3.95,96.0,9.6e-05,620.0,,34.3,2.65,0.343,6.118924460000002e-13,6.118924460000002e-13,1507.3,45.538811,2.109222,0.019571,27.71677,0.15,0.5,0.35,,,clay composition estimated,57.40305389612893,-9.5184687229672,0.8643333168379588,-4.133818442553348,0.8643333168379588,0.00010421243577175661,3.3165757908149075e-23,9.43584110787809e-26,6.877131327545546e-27,9.090470456759721e-26,1.384363446882238e-12,0.0,8.016082455147598e-13
57,57,AST-02,55,1507.6,NMRFS,Zand van Berg,1.1,1.1,1.5,2.5,2.0,1.5,0.9,1.5,1.2,6.2,19.1,35.4,22.4,1.8,1.7,0.4,0.2,0.1,0.1,0.1,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.011,3.66,0.88,96.0,9.6e-05,1180.0,,35.5,2.65,0.355,1.164569494e-12,1.164569494e-12,1507.6,39.339523,2.098201,0.016441,27.190784000000004,0.15,0.5,0.35,,,clay composition estimated,48.832091908954546,-9.458541481008023,0.7809758576223388,-4.107792372054795,0.7809758576223388,9.163808867711016e-05,5.4644954672212354e-24,1.5806417948395457e-26,1.5259674756928966e-27,1.676062032286102e-26,2.298266432918212e-12,0.0,1.6065422851206112e-12
58,58,AST-02,56,1507.9,NMRFS,Zand van Berg,0.9,0.9,1.3,2.0,1.8,1.2,0.8,1.2,1.0,6.9,22.2,30.0,21.9,3.8,3.5,0.9,0.3,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.009000000000000001,3.6,0.83,96.0,9.6e-05,1550.0,,35.6,2.65,0.35600000000000004,1.529731115e-12,1.529731115e-12,1507.9,38.687035,2.096524,0.018616,26.874233,0.15,0.5,0.35,,,clay composition estimated,44.7698184578136,-9.444396201270354,0.6975705051839751,-4.1016491551197465,0.6975705051839751,9.105660219752594e-05,2.629130940482188e-24,7.656210236571374e-27,8.284349389251575e-28,8.440519937151968e-27,2.77605197009601e-12,0.0,2.0548213368310947e-12
59,59,AST-02,57,1508.2,NMRFS,Zand van Berg,0.8,0.8,1.0,1.7,1.6,1.2,0.8,1.2,1.7,6.1,17.6,30.5,24.9,4.1,4.9,1.2,0.3,0.2,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.008,3.56,0.84,96.0,9.6e-05,1670.0,,34.8,2.65,0.348,1.648161911e-12,1.648161911e-12,1508.2,46.980316,2.1103560000000003,0.023765,27.293045000000006,0.15,0.5,0.35,,,clay composition estimated,40.73032547857324,-9.384600142600519,0.6575365973726949,-4.075680056799877,0.6575365973726949,9.33237463694093e-05,1.7123586176272097e-24,5.006182305639018e-27,5.791365914011325e-28,5.646325242571643e-27,2.9691868249036847e-12,0.0,2.263969395492721e-12
60,60,AST-02,58,1508.5,NMRFS,Zand van Berg,0.6,0.6,1.0,1.4,1.3,0.8,0.6,0.8,0.8,3.8,13.7,29.3,28.7,6.3,8.1,2.0,0.5,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006,3.42,0.77,96.0,9.6e-05,1780.0,,36.3,2.65,0.363,1.756723474e-12,1.756723474e-12,1508.5,50.056923,2.1244650000000003,0.027938,27.406384000000006,0.15,0.5,0.35,,,clay composition estimated,37.409940567570274,-9.254248425981524,0.6702854584658468,-4.01906902556563,0.6702854584658468,0.00010464740490635912,6.018213266372612e-25,1.7764394652155557e-27,2.4189087029060347e-28,2.1181765681862384e-27,4.418953876644558e-12,0.0,3.576047878052682e-12
61,61,AST-02,59,1508.8,NMRFS,Zand van Berg,0.6,0.6,1.1,1.5,1.5,1.0,0.8,1.3,1.3,5.0,14.9,26.9,27.7,6.2,7.0,2.0,0.5,0.3,0.2,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.006,3.48,0.84,115.0,0.000115,1410.0,,34.9,2.64,0.349,1.391561853e-12,1.391561853e-12,1508.8,48.397858,2.122377,0.023307,27.35107,0.15,0.5,0.35,,,clay composition estimated,39.580776158678134,-9.326240194962685,0.6781526289919274,-4.050334653576602,0.6781526289919274,0.00010374395690599827,6.018213266372612e-25,1.7764394652155557e-27,2.4189087029060347e-28,2.1181765681862384e-27,3.192635194893578e-12,0.0,2.5886907631105086e-12
62,62,AST-02,62,1509.7,NMRFS,Zand van Berg,0.5,0.5,0.7,1.3,1.2,0.8,0.7,0.7,0.2,3.9,13.9,23.0,27.1,11.5,12.4,1.5,0.3,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.005,3.34,0.74,115.0,0.000115,2740.0,,37.1,2.64,0.371,2.704169842e-12,2.704169842e-12,1509.7,50.622765,2.135042,0.028913,27.579166,0.15,0.5,0.35,,,clay composition estimated,34.025485154845235,-9.228417343099096,0.5971791110507298,-4.007850728808207,0.5971791110507298,0.00010886245545181185,3.1051629216212794e-25,9.221608563431478e-28,1.3921192606203221e-28,1.1389450075105676e-27,6.0214502700355085e-12,0.0,5.024410473171818e-12
63,63,AST-02,63,1510.0,NMRFS,Zand van Berg,1.0,1.0,1.5,2.0,1.6,1.0,0.7,1.1,1.1,5.3,15.1,18.7,27.3,11.0,10.5,1.4,0.3,0.1,0.1,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.01,3.46,0.88,115.0,0.000115,1220.0,,35.2,2.64,0.35200000000000004,1.2040464259999996e-12,1.2040464259999996e-12,1510.0,50.14817,2.133821,0.034518,27.599873,0.15,0.5,0.35,,,clay composition estimated,43.72604746863815,-9.309576403922224,0.7739505024986332,-4.043097661080139,0.7739505024986332,0.00012444318328098142,3.859737654238612e-24,1.1200256198592799e-26,1.1415061052550387e-27,1.2098040388140247e-26,2.7385515584384894e-12,0.0,1.9677633289694394e-12
64,64,AST-02,68,1511.5,NMRFS,Zand van Berg,0.9,0.9,2.3,3.0,2.4,1.3,0.8,0.9,1.6,6.4,16.5,29.4,26.8,2.7,3.5,0.7,0.3,0.2,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009000000000000001,3.65,0.92,69.0,6.9e-05,1210.0,,35.0,2.63,0.35,1.194177193e-12,1.194177193e-12,1511.5,52.380943,2.12114,0.035168,27.353363,0.15,0.5,0.35,,,clay composition estimated,56.30108391998254,-9.453270507540301,0.8592616721407502,-4.105503217363506,0.8592616721407502,0.00010382630913663471,2.629130940482188e-24,7.656210236571374e-27,8.284349389251575e-28,8.440519937151968e-27,1.6022141380529695e-12,0.0,1.1918329759419068e-12
65,65,AST-02,69,1511.8,NMRFS,Zand van Berg,0.9,0.9,2.7,3.6,3.1,1.6,1.0,1.2,1.5,5.9,14.1,25.7,29.8,3.7,4.1,0.6,0.2,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009000000000000001,3.69,0.98,115.0,0.000115,651.0,,33.8,2.65,0.338,6.424870683e-13,6.424870683e-13,1511.8,53.8564,2.111427,0.03,27.389542,0.15,0.5,0.35,,,clay composition estimated,62.61165740613346,-9.543001861773927,0.8915764314641432,-4.144473049360875,0.8915764314641432,9.552041840940908e-05,2.629130940482188e-24,7.656210236571374e-27,8.284349389251575e-28,8.440519937151968e-27,1.0770389439629126e-12,0.0,8.040418369221284e-13
66,66,AST-02,70,1512.75,NMRFS,Zand van Berg,0.4,0.4,1.2,1.7,1.3,0.7,0.6,0.9,1.3,5.6,14.2,28.3,36.4,3.3,3.2,0.3,0.2,0.1,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.004,3.49,0.78,115.0,0.000115,1350.0,,36.6,2.65,0.366,1.332346455e-12,1.332346455e-12,1512.8,58.077934,2.121296,0.035929,27.797321000000004,0.15,0.5,0.35,,,clay composition estimated,40.800708845088025,-9.34489586917188,0.6077249020984719,-4.058436709941838,0.6077249020984719,9.937620439979584e-05,1.3826438128800972e-25,4.136754798244756e-28,7.084445950582227e-29,5.333883168095532e-28,3.886123723292148e-12,0.0,3.3578920534119757e-12
67,67,AST-02,71,1513.25,NMRFS,Zand van Berg,0.2,0.2,1.0,1.9,2.1,1.4,1.0,1.1,1.3,7.6,17.9,28.2,31.5,2.4,1.8,0.2,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,3.6,0.81,115.0,0.000115,713.0,,35.5,2.64,0.355,7.036763129000001e-13,7.036763129000001e-13,1513.3,53.028275,2.210226,0.048803,27.230858,0.15,0.5,0.35,,,clay composition estimated,43.07083040805048,-9.416744549125971,0.637975880498166,-4.0896401951779335,0.637975880498166,9.501976828430323e-05,1.1245778480273081e-26,3.443082752023639e-29,8.719110014851087e-30,5.073263435566674e-29,2.9542316227964156e-12,0.0,2.734728573673081e-12
68,68,AST-02,72,1513.75,NLLFR,Basaal Zand van Dongen,0.3,0.3,1.4,2.6,2.9,1.9,1.2,1.3,1.4,5.8,15.9,30.1,31.0,2.0,1.7,0.2,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,3.66,0.89,115.0,0.000115,1010.0,,35.6,2.64,0.35600000000000004,9.96792533e-13,9.96792533e-13,1513.8,54.188141,2.243093,0.048834,26.752159,0.15,0.5,0.35,,,clay composition estimated,50.20595616015161,-9.462233737704144,0.8004096814884168,-4.10939589876369,0.8004096814884168,9.687063421348574e-05,4.8771639916180287e-26,1.473238892980701e-28,2.9680215092217997e-29,2.0078217615148857e-28,2.2074342354705605e-12,0.0,1.9758969277559206e-12
69,69,AST-02,73,1514.25,NLLFR,Basaal Zand van Dongen,0.3,0.3,1.2,2.3,2.5,1.7,1.2,1.3,1.7,7.3,16.3,28.7,31.8,2.0,1.2,0.1,0.1,0.1,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,3.65,0.87,115.0,0.000115,871.0,,35.2,2.65,0.35200000000000004,8.596101943000001e-13,8.596101943000001e-13,1514.3,53.394707,2.274233,0.052235,26.19865,0.15,0.5,0.35,,,clay composition estimated,47.06459187878389,-9.47512802929905,0.6743586042932237,-4.114995818451408,0.6743586042932237,9.271131111312348e-05,4.8771639916180287e-26,1.473238892980701e-28,2.9680215092217997e-29,2.0078217615148857e-28,2.3638111206888688e-12,0.0,2.1154370610689093e-12
70,70,AST-02,74,1514.72,NLLFR,Basaal Zand van Dongen,0.4,0.4,1.3,2.4,2.4,1.4,0.8,0.9,1.5,8.2,19.2,30.6,28.2,1.4,0.9,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,3.65,0.83,96.0,9.6e-05,716.0,,34.4,2.66,0.344,7.066370828e-13,7.066370828e-13,1514.7,51.592789,2.255985,0.033285,26.372444,0.15,0.5,0.35,,,clay composition estimated,47.7750451777579,-9.448664537397054,0.7403549356045159,-4.103502869946483,0.7403549356045159,9.27210793959474e-05,1.3826438128800972e-25,4.136754798244756e-28,7.084445950582227e-29,5.333883168095532e-28,2.029580032602678e-12,0.0,1.7582666182250699e-12
