,well,sample_number,depth,strat_unit,strat_unit_Heederik1988,clay_percentage,0-2_micron,2-4_micron,4-8_micron,8-16_micron,16-25_micron,25-35_micron,35-50_micron,50-63_micron,63-75_micron,75-88_micron,88-105_micron,105-125_micron,125-150_micron,150-177_micron,177-210_micron,210-250_micron,250-300_micron,300-354_micron,354-420_micron,420-500_micron,500-600_micron,600-707_micron,707-850_micron,850-1000_micron,1000-1190_micron,1190-1410_micron,1410-1680_micron,1680-2000_micron,clay_fraction,phi_mean,phi_std,median_grain_size_mu,median_grain_size,kh_nitrogen_mDarcy,kv_nitrogen_mDarcy,helium_porosity,grain_density,porosity,kh,depth_log,GR,RHOB,DRHO,NPHI,kaolinite_fraction,illite_fraction,smectite_fraction,mixed_layer_fraction,chlorite_fraction,specific_surface_granular_fraction,ln_grainsize_mean,ln_grainsize_std,log10_grainsize_mean,log10_grainsize_std,median_grainsize
54,AST-02,52,1506.7,NMRFS,"Zand van Berg",1.1,1.1,1.3,2.4,1.9,1.3,0.8,1.4,1.7,5.2,15.6,32.1,29,3.2,1.3,0.2,0.2,0.3,0.4,0.3,0.1,0.1,0.1,0,0,0,0,0,0,0.011,3.61,0.89,96,9.6E-05,1270,,35.6,2.66,0.356,1.253392591E-12,1506.7,44.805428,2.093804,0.005078,27.945068,,,,,,46.0332663874572,-9.47989421400061,1.10258185510929,-4.11706574616777,1.10258185510929,9.76452088189305E-05
55,AST-02,53,1507,NMRFS,"Zand van Berg",1.3,1.3,2,3.3,2.5,1.5,0.7,1.3,0.8,4.6,13.1,32.7,30.5,3.4,1.6,0.2,0.1,0.1,0.1,0.2,0,0,0,0,0,0,0,0,0,0.013,3.65,0.91,96,9.6E-05,1550,,38.1,2.65,0.381,1.529731115E-12,1507,47.184578,2.103652,0.014231,27.75,,,,,,55.1298061744056,-9.59623454229646,1.057022721582,-4.167591708769,1.057022721582,9.35450045116235E-05
56,AST-02,54,1507.3,NMRFS,"Zand van Berg",1.8,1.8,1.9,3.6,3,1.9,1.2,1.4,0.4,5.5,18.4,32.7,24.1,2,1.2,0.3,0.1,0.1,0.2,0.2,0,0,0,0,0,0,0,0,0,0.018,3.74,3.95,96,9.6E-05,620,,34.3,2.65,0.343,6.11892446E-13,1507.3,45.538811,2.109222,0.019571,27.71677,,,,,,57.4030538961289,-9.61612972226669,0.96667230142848,-4.17623207564659,0.96667230142848,9.96209960385601E-05
57,AST-02,55,1507.6,NMRFS,"Zand van Berg",1.1,1.1,1.5,2.5,2,1.5,0.9,1.5,1.2,6.2,19.1,35.4,22.4,1.8,1.7,0.4,0.2,0.1,0.1,0.1,0.1,0.1,0,0.1,0,0,0,0,0,0.011,3.66,0.88,96,9.6E-05,1180,,35.5,2.65,0.355,1.164569494E-12,1507.6,39.339523,2.098201,0.016441,27.190784,,,,,,48.8320919089545,-9.55882410416039,0.94910974324887,-4.15134456192061,0.94910974324887,8.95877180865436E-05
58,AST-02,56,1507.9,NMRFS,"Zand van Berg",0.9,0.9,1.3,2,1.8,1.2,0.8,1.2,1,6.9,22.2,30,21.9,3.8,3.5,0.9,0.3,0.1,0.1,0,0,0,0.1,0,0,0,0,0,0,0.009,3.6,0.83,96,9.6E-05,1550,,35.6,2.65,0.356,1.529731115E-12,1507.9,38.687035,2.096524,0.018616,26.874233,,,,,,44.7698184578136,-9.466824468339,0.91063252648108,-4.1113896277465,0.91063252648108,9.38421769271749E-05
59,AST-02,57,1508.2,NMRFS,"Zand van Berg",0.8,0.8,1,1.7,1.6,1.2,0.8,1.2,1.7,6.1,17.6,30.5,24.9,4.1,4.9,1.2,0.3,0.2,0.1,0,0,0,0,0.1,0,0,0,0,0,0.008,3.56,0.84,96,9.6E-05,1670,,34.8,2.65,0.348,1.648161911E-12,1508.2,46.980316,2.110356,0.023765,27.293045,,,,,,40.7303254785732,-9.40880122398856,0.75095925757931,-4.0861904529027,0.75095925757931,9.99949744936915E-05
60,AST-02,58,1508.5,NMRFS,"Zand van Berg",0.6,0.6,1,1.4,1.3,0.8,0.6,0.8,0.8,3.8,13.7,29.3,28.7,6.3,8.1,2,0.5,0.2,0.1,0,0,0,0,0,0,0,0,0,0,0.006,3.42,0.77,96,9.6E-05,1780,,36.3,2.65,0.363,1.756723474E-12,1508.5,50.056923,2.124465,0.027938,27.406384,,,,,,37.4099405675703,-9.27108506720546,0.68048129093023,-4.02638108594216,0.68048129093023,9.82619911159101E-05
61,AST-02,59,1508.8,NMRFS,"Zand van Berg",0.6,0.6,1.1,1.5,1.5,1,0.8,1.3,1.3,5,14.9,26.9,27.7,6.2,7,2,0.5,0.3,0.2,0.1,0,0,0.1,0,0,0,0,0,0,0.006,3.48,0.84,115,0.000115,1410,,34.9,2.64,0.349,1.391561853E-12,1508.8,48.397858,2.122377,0.023307,27.35107,,,,,,39.5807761586781,-9.33084217711829,0.68925353724894,-4.05233326903146,0.68925353724894,8.8822269301672E-05
62,AST-02,62,1509.7,NMRFS,"Zand van Berg",0.5,0.5,0.7,1.3,1.2,0.8,0.7,0.7,0.2,3.9,13.9,23,27.1,11.5,12.4,1.5,0.3,0.1,0.1,0,0,0,0.1,0,0,0,0,0,0,0.005,3.34,0.74,115,0.000115,2740,,37.1,2.64,0.371,2.704169842E-12,1509.7,50.622765,2.135042,0.028913,27.579166,,,,,,34.0254851548452,-9.23322156737856,0.65745123639346,-4.00993717690213,0.65745123639346,0.00012352973485
63,AST-02,63,1510,NMRFS,"Zand van Berg",1,1,1.5,2,1.6,1,0.7,1.1,1.1,5.3,15.1,18.7,27.3,11,10.5,1.4,0.3,0.1,0.1,0.1,0,0,0.1,0,0,0,0,0,0,0.01,3.46,0.88,115,0.000115,1220,,35.2,2.64,0.352,1.204046426E-12,1510,50.14817,2.133821,0.034518,27.599873,,,,,,43.7260474686381,-9.37210276679498,0.96212105013281,-4.07025251544884,0.96212105013281,0.00012007096109
64,AST-02,68,1511.5,NMRFS,"Zand van Berg",0.9,0.9,2.3,3,2.4,1.3,0.8,0.9,1.6,6.4,16.5,29.4,26.8,2.7,3.5,0.7,0.3,0.2,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0.009,3.65,0.92,69,6.9E-05,1210,,35,2.63,0.35,1.194177193E-12,1511.5,52.380943,2.12114,0.035168,27.353363,,,,,,56.3010839199825,-9.52077634846819,0.98070508288849,-4.13482063157604,0.98070508288849,9.14420861519764E-05
65,AST-02,69,1511.8,NMRFS,"Zand van Berg",0.9,0.9,2.7,3.6,3.1,1.6,1,1.2,1.5,5.9,14.1,25.7,29.8,3.7,4.1,0.6,0.2,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0,0.009,3.69,0.98,115,0.000115,651,,33.8,2.65,0.338,6.424870683E-13,1511.8,53.8564,2.111427,0.03,27.389542,,,,,,62.6116574061335,-9.55506226661012,0.90866935576972,-4.14971081663127,0.90866935576972,9.76307110504159E-05
66,AST-02,70,1512.75,NMRFS,"Zand van Berg",0.4,0.4,1.2,1.7,1.3,0.7,0.6,0.9,1.3,5.6,14.2,28.3,36.4,3.3,3.2,0.3,0.2,0.1,0.1,0,0,0,0,0.1,0,0,0,0.1,0,0.004,3.49,0.78,115,0.000115,1350,,36.6,2.65,0.366,1.332346455E-12,1512.8,58.077934,2.121296,0.035929,27.797321,,,,,,40.800708845088,-9.34946381305406,0.72443654982474,-4.06042054276458,0.72443654982474,0.00010207139755
67,AST-02,71,1513.25,NMRFS,"Zand van Berg",0.2,0.2,1,1.9,2.1,1.4,1,1.1,1.3,7.6,17.9,28.2,31.5,2.4,1.8,0.2,0.1,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0,0.002,3.6,0.81,115,0.000115,713,,35.5,2.64,0.355,7.036763129E-13,1513.3,53.028275,2.210226,0.048803,27.230858,,,,,,43.0708304080505,-9.42082322312896,0.69893657835517,-4.09141154078992,0.69893657835517,8.90896089519992E-05
68,AST-02,72,1513.75,NLLFR,"Basaal Zand van Dongen",0.3,0.3,1.4,2.6,2.9,1.9,1.2,1.3,1.4,5.8,15.9,30.1,31,2,1.7,0.2,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0.003,3.66,0.89,115,0.000115,1010,,35.6,2.64,0.356,9.96792533E-13,1513.8,54.188141,2.243093,0.048834,26.752159,,,,,,50.2059561601516,-9.46357581080332,0.79183559295969,-4.10997875370496,0.79183559295969,9.16976333461062E-05
69,AST-02,73,1514.25,NLLFR,"Basaal Zand van Dongen",0.3,0.3,1.2,2.3,2.5,1.7,1.2,1.3,1.7,7.3,16.3,28.7,31.8,2,1.2,0.1,0.1,0.1,0.1,0,0,0.1,0,0,0,0,0,0,0,0.003,3.65,0.87,115,0.000115,871,,35.2,2.65,0.352,8.596101943E-13,1514.3,53.394707,2.274233,0.052235,26.19865,,,,,,47.0645918787839,-9.45366933602811,0.78142310866128,-4.10567642637507,0.78142310866128,8.95283092823662E-05
70,AST-02,74,1514.72,NLLFR,"Basaal Zand van Dongen",0.4,0.4,1.3,2.4,2.4,1.4,0.8,0.9,1.5,8.2,19.2,30.6,28.2,1.4,0.9,0.1,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0.004,3.65,0.83,96,9.6E-05,716,,34.4,2.66,0.344,7.066370828E-13,1514.7,51.592789,2.255985,0.033285,26.372444,,,,,,47.7750451777579,-9.47887558262837,0.71165740138665,-4.11662336018266,0.71165740138665,9.59588835176596E-05
71,AST-02,75,1515.25,NLLFR,"Basaal Zand van Dongen",18.2,18.2,2.8,7.1,8.6,7.5,5.8,16.7,29,3,0.2,0.3,0.3,0.1,0,0.1,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0.182,,,56,5.6E-05,28.5,,30.4,2.67,0.304,2.812731405E-14,1515.3,55.140327,2.287974,0.039887,26.806061,,,,,,98.5524653991345,-11.2101319650287,1.87782864744604,-4.8684984538196,1.87782864744604,3.64704861690943E-05
72,AST-02,76,1515.75,NLLFR,"Basaal Zand van Dongen",11,11,5,8.9,11.4,10,8.1,15.7,26.4,2.5,0.2,0.1,0.1,0,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0,0.11,,,56,5.6E-05,14.9,,29.7,2.67,0.297,1.470515717E-14,1515.8,48.548515,2.228168,0.041105,27.456261,,,,,,129.906928988416,-10.9088287317442,1.23625841050266,-4.737644122223,1.23625841050266,3.38220110115665E-05
73,AST-02,77,1516.28,NLLFR,"Basaal Zand van Dongen",4.6,4.6,9.9,13.4,13.6,9.5,5,3.9,11.9,25.2,2.3,0.3,0.1,0,0,0,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0.046,,,69,6.9E-05,8.13,,22.6,2.65,0.226,8.023686429E-15,1516.3,47.846588,2.170016,0.017289,27.427448,,,,,,181.078935746401,-10.8293377841283,1.29793035492258,-4.7031216423136,1.29793035492258,1.70736904821116E-05
74,AST-02,78,1516.78,NLLFR,"Basaal Zand van Dongen",13.5,13.5,10,15.5,20.2,16.1,11.4,7.1,2.4,3.2,0.2,0,0.1,0,0,0.1,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0.135,,,12,1.2E-05,3.88,,26.1,2.67,0.261,3.829262404E-15,1516.8,48.02784,2.181334,0.027882,26.479534,,,,,,204.355107668645,-11.7590633996392,1.45503721599783,-5.10689634681323,1.45503721599783,8.15167481832092E-06
